"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0000070","GO:0000070","mitotic sister chromatid segregation",117,-0.728770730464764,-2.36955417262141,1e-10,1.36179487179487e-08,1.02375168690958e-08,2132,"tags=50%, list=16%, signal=42%","ENSG00000128789/ENSG00000086827/ENSG00000213024/ENSG00000089053/ENSG00000144535/ENSG00000131462/ENSG00000119906/ENSG00000079616/ENSG00000116213/ENSG00000198901/ENSG00000133302/ENSG00000154473/ENSG00000149311/ENSG00000083535/ENSG00000164754/ENSG00000053900/ENSG00000086065/ENSG00000212916/ENSG00000146670/ENSG00000112941/ENSG00000143228/ENSG00000077935/ENSG00000138411/ENSG00000164109/ENSG00000124688/ENSG00000198901/ENSG00000178295/ENSG00000112029/ENSG00000161800/ENSG00000136982/ENSG00000010292/ENSG00000129810/ENSG00000149503/ENSG00000161800/ENSG00000136824/ENSG00000178999/ENSG00000100918/ENSG00000167842/ENSG00000237649/ENSG00000040275/ENSG00000121152/ENSG00000128789/ENSG00000128944/ENSG00000177602/ENSG00000175063/ENSG00000121621/ENSG00000137807/ENSG00000146918/ENSG00000118193/ENSG00000109805/ENSG00000137807/ENSG00000013810/ENSG00000168802/ENSG00000198901/ENSG00000126787/ENSG00000077935/ENSG00000117724/ENSG00000112742/ENSG00000138778/ENSG00000090889/ENSG00000169679/ENSG00000117650/ENSG00000134057/ENSG00000166851/ENSG00000123219/ENSG00000134690/ENSG00000080986"
"GO:0000226","GO:0000226","microtubule cytoskeleton organization",407,-0.597892044361911,-2.1072728571444,1e-10,1.36179487179487e-08,1.02375168690958e-08,2134,"tags=39%, list=16%, signal=34%","ENSG00000174672/ENSG00000131899/ENSG00000165280/ENSG00000175216/ENSG00000115266/ENSG00000102781/ENSG00000076826/ENSG00000130724/ENSG00000166579/ENSG00000129680/ENSG00000126524/ENSG00000101624/ENSG00000130559/ENSG00000151422/ENSG00000131899/ENSG00000088833/ENSG00000144451/ENSG00000117155/ENSG00000086827/ENSG00000213024/ENSG00000155530/ENSG00000166004/ENSG00000105948/ENSG00000115561/ENSG00000169136/ENSG00000096717/ENSG00000131462/ENSG00000183765/ENSG00000167552/ENSG00000019144/ENSG00000168061/ENSG00000134278/ENSG00000101222/ENSG00000131437/ENSG00000188229/ENSG00000182628/ENSG00000132436/ENSG00000163462/ENSG00000118200/ENSG00000116213/ENSG00000198901/ENSG00000136811/ENSG00000152253/ENSG00000072864/ENSG00000169126/ENSG00000196230/ENSG00000204899/ENSG00000261308/ENSG00000130640/ENSG00000034677/ENSG00000175764/ENSG00000058453/ENSG00000140463/ENSG00000171533/ENSG00000115266/ENSG00000164114/ENSG00000179636/ENSG00000101350/ENSG00000083535/ENSG00000068796/ENSG00000186868/ENSG00000124006/ENSG00000126756/ENSG00000152661/ENSG00000108395/ENSG00000065613/ENSG00000072832/ENSG00000130779/ENSG00000138002/ENSG00000072864/ENSG00000103540/ENSG00000104237/ENSG00000116717/ENSG00000155761/ENSG00000177082/ENSG00000104983/ENSG00000086065/ENSG00000212916/ENSG00000163462/ENSG00000118690/ENSG00000074054/ENSG00000213397/ENSG00000122735/ENSG00000068796/ENSG00000214367/ENSG00000198003/ENSG00000284862/ENSG00000188229/ENSG00000147874/ENSG00000154429/ENSG00000188229/ENSG00000044459/ENSG00000160401/ENSG00000102981/ENSG00000180376/ENSG00000181085/ENSG00000162643/ENSG00000143228/ENSG00000136811/ENSG00000204104/ENSG00000141577/ENSG00000074935/ENSG00000139323/ENSG00000119661/ENSG00000272514/ENSG00000141013/ENSG00000151849/ENSG00000181378/ENSG00000176225/ENSG00000039139/ENSG00000155380/ENSG00000084764/ENSG00000110318/ENSG00000172426/ENSG00000117632/ENSG00000187726/ENSG00000164118/ENSG00000122735/ENSG00000096093/ENSG00000137821/ENSG00000141519/ENSG00000119661/ENSG00000147316/ENSG00000165506/ENSG00000137941/ENSG00000164109/ENSG00000183638/ENSG00000146425/ENSG00000196584/ENSG00000198901/ENSG00000178295/ENSG00000105479/ENSG00000166803/ENSG00000112029/ENSG00000103995/ENSG00000161800/ENSG00000126001/ENSG00000117155/ENSG00000154099/ENSG00000156876/ENSG00000167216/ENSG00000138100/ENSG00000129810/ENSG00000149503/ENSG00000161800/ENSG00000178999/ENSG00000131351/ENSG00000166483/ENSG00000237649/ENSG00000080572/ENSG00000040275/ENSG00000177143/ENSG00000101057/ENSG00000141013/ENSG00000244607/ENSG00000168309/ENSG00000163611/ENSG00000152240/ENSG00000131044/ENSG00000128944/ENSG00000088325/ENSG00000121621/ENSG00000137807/ENSG00000136122/ENSG00000176749/ENSG00000160188/ENSG00000123473/ENSG00000170312/ENSG00000111554/ENSG00000137807/ENSG00000013810/ENSG00000087586/ENSG00000198901/ENSG00000126787/ENSG00000112984/ENSG00000157456/ENSG00000142731/ENSG00000112742/ENSG00000152763/ENSG00000256061/ENSG00000138778/ENSG00000090889/ENSG00000117650/ENSG00000144451/ENSG00000066279/ENSG00000134057/ENSG00000162063/ENSG00000111640/ENSG00000166851/ENSG00000080986/ENSG00000142609"
"GO:0000280","GO:0000280","nuclear division",284,-0.660014465536625,-2.27996143328856,1e-10,1.36179487179487e-08,1.02375168690958e-08,1940,"tags=40%, list=14%, signal=35%","ENSG00000114251/ENSG00000144535/ENSG00000131462/ENSG00000183765/ENSG00000113456/ENSG00000119906/ENSG00000079616/ENSG00000134278/ENSG00000178966/ENSG00000162039/ENSG00000132436/ENSG00000116213/ENSG00000198901/ENSG00000072864/ENSG00000175334/ENSG00000204899/ENSG00000133302/ENSG00000154473/ENSG00000181773/ENSG00000164114/ENSG00000149311/ENSG00000168556/ENSG00000101350/ENSG00000179218/ENSG00000083535/ENSG00000108106/ENSG00000068796/ENSG00000124006/ENSG00000172113/ENSG00000113522/ENSG00000196074/ENSG00000185627/ENSG00000072864/ENSG00000141255/ENSG00000164754/ENSG00000154229/ENSG00000053900/ENSG00000103056/ENSG00000104983/ENSG00000127564/ENSG00000086065/ENSG00000212916/ENSG00000146670/ENSG00000074054/ENSG00000112941/ENSG00000068796/ENSG00000163806/ENSG00000154429/ENSG00000173715/ENSG00000181085/ENSG00000085999/ENSG00000143228/ENSG00000054796/ENSG00000198765/ENSG00000120498/ENSG00000077935/ENSG00000154920/ENSG00000136492/ENSG00000051180/ENSG00000173809/ENSG00000138411/ENSG00000164109/ENSG00000288000/ENSG00000124688/ENSG00000198901/ENSG00000178295/ENSG00000112029/ENSG00000161800/ENSG00000136982/ENSG00000010292/ENSG00000143452/ENSG00000204410/ENSG00000138182/ENSG00000129810/ENSG00000149503/ENSG00000161800/ENSG00000136824/ENSG00000178999/ENSG00000100918/ENSG00000137090/ENSG00000167842/ENSG00000237649/ENSG00000040275/ENSG00000101057/ENSG00000121152/ENSG00000133101/ENSG00000163611/ENSG00000128789/ENSG00000197275/ENSG00000128944/ENSG00000138182/ENSG00000249961/ENSG00000088325/ENSG00000131747/ENSG00000177602/ENSG00000175063/ENSG00000121621/ENSG00000152670/ENSG00000011426/ENSG00000137807/ENSG00000136122/ENSG00000146918/ENSG00000100814/ENSG00000118193/ENSG00000148773/ENSG00000170312/ENSG00000160207/ENSG00000109805/ENSG00000137807/ENSG00000013810/ENSG00000168802/ENSG00000087586/ENSG00000198901/ENSG00000126787/ENSG00000157456/ENSG00000077935/ENSG00000117724/ENSG00000112742/ENSG00000152670/ENSG00000138778/ENSG00000090889/ENSG00000169679/ENSG00000117650/ENSG00000134057/ENSG00000166851/ENSG00000066923/ENSG00000156509/ENSG00000123219/ENSG00000134690/ENSG00000080986/ENSG00000138798"
"GO:0000819","GO:0000819","sister chromatid segregation",143,-0.718009076048641,-2.36363922647936,1e-10,1.36179487179487e-08,1.02375168690958e-08,1120,"tags=46%, list=8%, signal=43%","ENSG00000020922/ENSG00000004897/ENSG00000128789/ENSG00000175643/ENSG00000086827/ENSG00000213024/ENSG00000089053/ENSG00000144535/ENSG00000131462/ENSG00000119906/ENSG00000079616/ENSG00000116213/ENSG00000198901/ENSG00000133302/ENSG00000154473/ENSG00000149311/ENSG00000083535/ENSG00000164754/ENSG00000053900/ENSG00000086065/ENSG00000212916/ENSG00000146670/ENSG00000112941/ENSG00000181085/ENSG00000143228/ENSG00000077935/ENSG00000138411/ENSG00000164109/ENSG00000124688/ENSG00000198901/ENSG00000178295/ENSG00000112029/ENSG00000161800/ENSG00000136982/ENSG00000010292/ENSG00000143452/ENSG00000013573/ENSG00000129810/ENSG00000149503/ENSG00000161800/ENSG00000136824/ENSG00000178999/ENSG00000100918/ENSG00000167842/ENSG00000237649/ENSG00000040275/ENSG00000121152/ENSG00000128789/ENSG00000128944/ENSG00000131747/ENSG00000177602/ENSG00000175063/ENSG00000121621/ENSG00000137807/ENSG00000146918/ENSG00000171320/ENSG00000118193/ENSG00000109805/ENSG00000137807/ENSG00000013810/ENSG00000168802/ENSG00000198901/ENSG00000126787/ENSG00000077935/ENSG00000117724/ENSG00000112742/ENSG00000138778/ENSG00000090889/ENSG00000169679/ENSG00000117650/ENSG00000134057/ENSG00000166851/ENSG00000066923/ENSG00000123219/ENSG00000134690/ENSG00000080986"
"GO:0002274","GO:0002274","myeloid leukocyte activation",398,0.446517212994697,1.98090892006564,1e-10,1.36179487179487e-08,1.02375168690958e-08,2222,"tags=27%, list=16%, signal=24%","ENSG00000244734/ENSG00000196664/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000012223/ENSG00000244734/ENSG00000145192/ENSG00000137801/ENSG00000198805/ENSG00000101439/ENSG00000149925/ENSG00000125730/ENSG00000127951/ENSG00000261371/ENSG00000103196/ENSG00000100292/ENSG00000123146/ENSG00000043462/ENSG00000125730/ENSG00000148346/ENSG00000196415/ENSG00000080824/ENSG00000140678/ENSG00000158825/ENSG00000143119/ENSG00000101160/ENSG00000148346/ENSG00000064601/ENSG00000163191/ENSG00000127129/ENSG00000173372/ENSG00000244734/ENSG00000104419/ENSG00000137509/ENSG00000023697/ENSG00000143162/ENSG00000109861/ENSG00000066336/ENSG00000170266/ENSG00000196415/ENSG00000185475/ENSG00000116260/ENSG00000188906/ENSG00000118432/ENSG00000092531/ENSG00000110934/ENSG00000104763/ENSG00000179348/ENSG00000101425/ENSG00000049860/ENSG00000038002/ENSG00000157404/ENSG00000174130/ENSG00000051620/ENSG00000172057/ENSG00000241839/ENSG00000166825/ENSG00000137265/ENSG00000198805/ENSG00000001036/ENSG00000096968/ENSG00000197746/ENSG00000102393/ENSG00000077585/ENSG00000100299/ENSG00000127329/ENSG00000010671/ENSG00000109323/ENSG00000196535/ENSG00000000938/ENSG00000125810/ENSG00000110719/ENSG00000130038/ENSG00000085719/ENSG00000033327/ENSG00000164713/ENSG00000163513/ENSG00000196743/ENSG00000139370/ENSG00000165025/ENSG00000033627/ENSG00000168214/ENSG00000185896/ENSG00000025434/ENSG00000066336/ENSG00000167658/ENSG00000163754/ENSG00000117971/ENSG00000128340/ENSG00000105514/ENSG00000123685/ENSG00000141012/ENSG00000197081/ENSG00000103544/ENSG00000115828/ENSG00000172232/ENSG00000005893/ENSG00000204386/ENSG00000134516/ENSG00000160255/ENSG00000261371/ENSG00000164733/ENSG00000166825/ENSG00000177105/ENSG00000069667/ENSG00000110395/ENSG00000101916/ENSG00000106348/ENSG00000101152/ENSG00000110442/ENSG00000197548/ENSG00000114520/ENSG00000151651/ENSG00000126368/ENSG00000171132/ENSG00000127329/ENSG00000183020/ENSG00000100554/ENSG00000163874/ENSG00000021355/ENSG00000127129/ENSG00000168214/ENSG00000108828/ENSG00000204386/ENSG00000138246/ENSG00000093072/ENSG00000204472/ENSG00000255587/ENSG00000130038/ENSG00000165168/ENSG00000165102/ENSG00000104419/ENSG00000124126/ENSG00000115607/ENSG00000148444"
"GO:0002443","GO:0002443","leukocyte mediated immunity",453,0.426182876150681,1.92561476328237,1e-10,1.36179487179487e-08,1.02375168690958e-08,2318,"tags=26%, list=17%, signal=23%","ENSG00000244734/ENSG00000244734/ENSG00000211899/ENSG00000244734/ENSG00000244734/ENSG00000012223/ENSG00000244734/ENSG00000110169/ENSG00000145192/ENSG00000113600/ENSG00000157131/ENSG00000198805/ENSG00000101439/ENSG00000149925/ENSG00000133789/ENSG00000125730/ENSG00000149131/ENSG00000127951/ENSG00000261371/ENSG00000021852/ENSG00000103196/ENSG00000100292/ENSG00000176919/ENSG00000112936/ENSG00000123146/ENSG00000132703/ENSG00000125730/ENSG00000148346/ENSG00000196415/ENSG00000080824/ENSG00000140678/ENSG00000158825/ENSG00000143119/ENSG00000106804/ENSG00000101160/ENSG00000148346/ENSG00000064601/ENSG00000163191/ENSG00000173372/ENSG00000244734/ENSG00000137509/ENSG00000159189/ENSG00000023697/ENSG00000143162/ENSG00000109861/ENSG00000131378/ENSG00000170266/ENSG00000196415/ENSG00000185475/ENSG00000116260/ENSG00000141968/ENSG00000168918/ENSG00000092531/ENSG00000110934/ENSG00000104763/ENSG00000179348/ENSG00000101425/ENSG00000049860/ENSG00000134321/ENSG00000072274/ENSG00000038002/ENSG00000157404/ENSG00000051620/ENSG00000172057/ENSG00000241839/ENSG00000166825/ENSG00000198805/ENSG00000001036/ENSG00000197746/ENSG00000102393/ENSG00000110651/ENSG00000100299/ENSG00000127329/ENSG00000010671/ENSG00000109323/ENSG00000110651/ENSG00000000938/ENSG00000125810/ENSG00000110719/ENSG00000127191/ENSG00000101082/ENSG00000130038/ENSG00000085719/ENSG00000033327/ENSG00000164713/ENSG00000196743/ENSG00000139370/ENSG00000165025/ENSG00000033627/ENSG00000185896/ENSG00000167658/ENSG00000163754/ENSG00000117971/ENSG00000128340/ENSG00000105514/ENSG00000131378/ENSG00000141012/ENSG00000197081/ENSG00000165732/ENSG00000103544/ENSG00000115828/ENSG00000172232/ENSG00000005893/ENSG00000167193/ENSG00000204386/ENSG00000134516/ENSG00000160255/ENSG00000261371/ENSG00000164733/ENSG00000166825/ENSG00000177105/ENSG00000110395/ENSG00000101916/ENSG00000106348/ENSG00000165704/ENSG00000101152/ENSG00000110442/ENSG00000197548/ENSG00000114520/ENSG00000151651/ENSG00000167207/ENSG00000127329/ENSG00000183020/ENSG00000100554/ENSG00000021355/ENSG00000113916/ENSG00000108828/ENSG00000204386/ENSG00000138246/ENSG00000093072/ENSG00000185507/ENSG00000255587/ENSG00000131019/ENSG00000198574/ENSG00000131507/ENSG00000130038/ENSG00000165168/ENSG00000165102/ENSG00000115607/ENSG00000148444/ENSG00000116514/ENSG00000170890/ENSG00000244731/ENSG00000197540/ENSG00000130755/ENSG00000173757/ENSG00000114098"
"GO:0003013","GO:0003013","circulatory system process",379,0.441050295432327,1.954211521307,1e-10,1.36179487179487e-08,1.02375168690958e-08,1583,"tags=22%, list=12%, signal=20%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000274286/ENSG00000244734/ENSG00000171564/ENSG00000171557/ENSG00000072954/ENSG00000152779/ENSG00000151617/ENSG00000149131/ENSG00000167711/ENSG00000100292/ENSG00000095303/ENSG00000113389/ENSG00000163406/ENSG00000067191/ENSG00000174059/ENSG00000177674/ENSG00000121064/ENSG00000198734/ENSG00000185313/ENSG00000079215/ENSG00000103647/ENSG00000102032/ENSG00000113749/ENSG00000101160/ENSG00000171303/ENSG00000188338/ENSG00000135744/ENSG00000151067/ENSG00000145147/ENSG00000170624/ENSG00000128165/ENSG00000127129/ENSG00000149452/ENSG00000181072/ENSG00000087258/ENSG00000128271/ENSG00000144891/ENSG00000183072/ENSG00000244734/ENSG00000118729/ENSG00000182533/ENSG00000265107/ENSG00000151702/ENSG00000111199/ENSG00000137509/ENSG00000183087/ENSG00000196639/ENSG00000182963/ENSG00000128917/ENSG00000188338/ENSG00000106688/ENSG00000139567/ENSG00000186642/ENSG00000118432/ENSG00000151229/ENSG00000158296/ENSG00000115902/ENSG00000072274/ENSG00000136717/ENSG00000169836/ENSG00000145244/ENSG00000166825/ENSG00000163817/ENSG00000107562/ENSG00000006283/ENSG00000096968/ENSG00000170214/ENSG00000169418/ENSG00000137491/ENSG00000112499/ENSG00000265107/ENSG00000068024/ENSG00000131389/ENSG00000036828/ENSG00000184113/ENSG00000176387/ENSG00000150594/ENSG00000185313/ENSG00000121068/ENSG00000150594/ENSG00000075213/ENSG00000136160/ENSG00000133019/ENSG00000169252/ENSG00000184113/ENSG00000120907/ENSG00000188176/ENSG00000123384/ENSG00000160460/ENSG00000174233/ENSG00000006638/ENSG00000143318/ENSG00000182132/ENSG00000185532/ENSG00000153162/ENSG00000102683/ENSG00000166949/ENSG00000169252/ENSG00000186115/ENSG00000121966/ENSG00000172232/ENSG00000133019/ENSG00000129244/ENSG00000180176/ENSG00000153904/ENSG00000155962"
"GO:0006260","GO:0006260","DNA replication",211,-0.669880087191617,-2.27315334853511,1e-10,1.36179487179487e-08,1.02375168690958e-08,2196,"tags=45%, list=16%, signal=38%","ENSG00000020922/ENSG00000176208/ENSG00000175643/ENSG00000204371/ENSG00000161036/ENSG00000177302/ENSG00000165283/ENSG00000140534/ENSG00000111653/ENSG00000167325/ENSG00000204086/ENSG00000183765/ENSG00000113456/ENSG00000035928/ENSG00000111445/ENSG00000178966/ENSG00000128951/ENSG00000172613/ENSG00000062822/ENSG00000168411/ENSG00000140451/ENSG00000049541/ENSG00000138311/ENSG00000134452/ENSG00000149311/ENSG00000135336/ENSG00000147601/ENSG00000138376/ENSG00000256525/ENSG00000065328/ENSG00000198783/ENSG00000113522/ENSG00000131153/ENSG00000149136/ENSG00000163918/ENSG00000106399/ENSG00000100297/ENSG00000092853/ENSG00000006634/ENSG00000101347/ENSG00000097046/ENSG00000146143/ENSG00000132740/ENSG00000162521/ENSG00000138375/ENSG00000048392/ENSG00000285816/ENSG00000174371/ENSG00000119335/ENSG00000101868/ENSG00000106028/ENSG00000152193/ENSG00000163781/ENSG00000115942/ENSG00000112118/ENSG00000160949/ENSG00000178460/ENSG00000159147/ENSG00000133119/ENSG00000160957/ENSG00000143971/ENSG00000111877/ENSG00000112312/ENSG00000154920/ENSG00000136492/ENSG00000051180/ENSG00000198554/ENSG00000117748/ENSG00000104738/ENSG00000132646/ENSG00000181938/ENSG00000073111/ENSG00000076003/ENSG00000167670/ENSG00000132383/ENSG00000189057/ENSG00000178295/ENSG00000166803/ENSG00000112029/ENSG00000136982/ENSG00000132780/ENSG00000147536/ENSG00000105486/ENSG00000171848/ENSG00000013573/ENSG00000164815/ENSG00000165891/ENSG00000159259/ENSG00000129173/ENSG00000167325/ENSG00000146263/ENSG00000143476/ENSG00000171320/ENSG00000161692/ENSG00000170312/ENSG00000183763/ENSG00000168802/ENSG00000100479/ENSG00000162599/ENSG00000145386/ENSG00000111328/ENSG00000111732/ENSG00000146648/ENSG00000138798"
"GO:0006261","GO:0006261","DNA-dependent DNA replication",122,-0.70488315133613,-2.28657482588985,1e-10,1.36179487179487e-08,1.02375168690958e-08,2511,"tags=57%, list=19%, signal=47%","ENSG00000113916/ENSG00000121988/ENSG00000084073/ENSG00000004700/ENSG00000187790/ENSG00000069275/ENSG00000020922/ENSG00000161036/ENSG00000165283/ENSG00000140534/ENSG00000204086/ENSG00000183765/ENSG00000035928/ENSG00000111445/ENSG00000062822/ENSG00000168411/ENSG00000049541/ENSG00000138311/ENSG00000134452/ENSG00000135336/ENSG00000147601/ENSG00000256525/ENSG00000065328/ENSG00000198783/ENSG00000131153/ENSG00000163918/ENSG00000106399/ENSG00000100297/ENSG00000006634/ENSG00000101347/ENSG00000097046/ENSG00000146143/ENSG00000138375/ENSG00000285816/ENSG00000101868/ENSG00000106028/ENSG00000163781/ENSG00000115942/ENSG00000112118/ENSG00000160949/ENSG00000178460/ENSG00000159147/ENSG00000133119/ENSG00000160957/ENSG00000143971/ENSG00000111877/ENSG00000112312/ENSG00000154920/ENSG00000051180/ENSG00000198554/ENSG00000117748/ENSG00000104738/ENSG00000132646/ENSG00000181938/ENSG00000073111/ENSG00000076003/ENSG00000132383/ENSG00000178295/ENSG00000112029/ENSG00000136982/ENSG00000147536/ENSG00000105486/ENSG00000013573/ENSG00000164815/ENSG00000165891/ENSG00000129173/ENSG00000146263/ENSG00000161692/ENSG00000183763/ENSG00000168802/ENSG00000100479/ENSG00000111328/ENSG00000111732"
"GO:0006281","GO:0006281","DNA repair",409,-0.585526978962308,-2.06444036667714,1e-10,1.36179487179487e-08,1.02375168690958e-08,3527,"tags=50%, list=26%, signal=38%","ENSG00000076924/ENSG00000182446/ENSG00000189046/ENSG00000185122/ENSG00000148300/ENSG00000076242/ENSG00000104889/ENSG00000128908/ENSG00000134480/ENSG00000135829/ENSG00000227345/ENSG00000138303/ENSG00000138663/ENSG00000169189/ENSG00000014824/ENSG00000164754/ENSG00000143624/ENSG00000181163/ENSG00000164190/ENSG00000204991/ENSG00000163840/ENSG00000198924/ENSG00000140455/ENSG00000113318/ENSG00000108055/ENSG00000164306/ENSG00000100142/ENSG00000163961/ENSG00000070010/ENSG00000140521/ENSG00000101596/ENSG00000112249/ENSG00000101442/ENSG00000020426/ENSG00000141510/ENSG00000158161/ENSG00000067369/ENSG00000154767/ENSG00000122678/ENSG00000175073/ENSG00000115274/ENSG00000110107/ENSG00000169188/ENSG00000083642/ENSG00000054965/ENSG00000152457/ENSG00000145736/ENSG00000141030/ENSG00000166508/ENSG00000225830/ENSG00000012061/ENSG00000054796/ENSG00000105325/ENSG00000121988/ENSG00000110768/ENSG00000165280/ENSG00000187555/ENSG00000084073/ENSG00000102978/ENSG00000004487/ENSG00000137074/ENSG00000130726/ENSG00000168090/ENSG00000004700/ENSG00000010295/ENSG00000187790/ENSG00000069275/ENSG00000169592/ENSG00000149923/ENSG00000136936/ENSG00000020922/ENSG00000163104/ENSG00000175643/ENSG00000100823/ENSG00000103152/ENSG00000140534/ENSG00000123562/ENSG00000178028/ENSG00000070950/ENSG00000096717/ENSG00000204086/ENSG00000137337/ENSG00000183765/ENSG00000087206/ENSG00000113456/ENSG00000166199/ENSG00000119906/ENSG00000035928/ENSG00000111445/ENSG00000079616/ENSG00000134278/ENSG00000143799/ENSG00000166848/ENSG00000183161/ENSG00000178966/ENSG00000128513/ENSG00000162039/ENSG00000132436/ENSG00000172613/ENSG00000189403/ENSG00000214941/ENSG00000136319/ENSG00000183624/ENSG00000133302/ENSG00000156384/ENSG00000062822/ENSG00000118655/ENSG00000168411/ENSG00000172273/ENSG00000140451/ENSG00000049541/ENSG00000138311/ENSG00000175792/ENSG00000134452/ENSG00000221829/ENSG00000149311/ENSG00000011485/ENSG00000138376/ENSG00000256525/ENSG00000198783/ENSG00000113522/ENSG00000131153/ENSG00000149136/ENSG00000077152/ENSG00000115233/ENSG00000198690/ENSG00000141255/ENSG00000164754/ENSG00000064655/ENSG00000163918/ENSG00000106399/ENSG00000100297/ENSG00000092853/ENSG00000116717/ENSG00000116062/ENSG00000101347/ENSG00000097046/ENSG00000115392/ENSG00000125319/ENSG00000146670/ENSG00000112039/ENSG00000170430/ENSG00000132740/ENSG00000112941/ENSG00000138375/ENSG00000048392/ENSG00000174371/ENSG00000136518/ENSG00000160117/ENSG00000101868/ENSG00000109674/ENSG00000183207/ENSG00000181544/ENSG00000188486/ENSG00000163781/ENSG00000112118/ENSG00000160949/ENSG00000140525/ENSG00000178460/ENSG00000163029/ENSG00000133119/ENSG00000085999/ENSG00000160957/ENSG00000143971/ENSG00000054796/ENSG00000158169/ENSG00000198765/ENSG00000089280/ENSG00000111877/ENSG00000095002/ENSG00000164104/ENSG00000076248/ENSG00000154920/ENSG00000136492/ENSG00000051180/ENSG00000198554/ENSG00000109685/ENSG00000117748/ENSG00000104738/ENSG00000132646/ENSG00000185504/ENSG00000073111/ENSG00000188486/ENSG00000076003/ENSG00000276043/ENSG00000167670/ENSG00000132383/ENSG00000196584/ENSG00000197837/ENSG00000178295/ENSG00000166803/ENSG00000111802/ENSG00000124795/ENSG00000147536/ENSG00000105486/ENSG00000083093/ENSG00000013573/ENSG00000204410/ENSG00000175854/ENSG00000100918/ENSG00000163312/ENSG00000177143/ENSG00000159259/ENSG00000129355/ENSG00000197275/ENSG00000188486/ENSG00000146263/ENSG00000143476/ENSG00000171320/ENSG00000170312/ENSG00000160207/ENSG00000183763/ENSG00000100479/ENSG00000111206/ENSG00000146648/ENSG00000185480/ENSG00000101204/ENSG00000111802"
