"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0050853","GO:0050853","B cell receptor signaling pathway",38,0.758379649402134,2.47457621648607,4.33478560959922e-07,7.51875555574677e-05,6.4396220855676e-05,1301,"tags=33%, list=9%, signal=30%","ENSG00000012124/ENSG00000211899/ENSG00000196092/ENSG00000105369/ENSG00000159216/ENSG00000131378/ENSG00000081189/ENSG00000010671/ENSG00000131378/ENSG00000166501/ENSG00000166501/ENSG00000165025/ENSG00000196950/ENSG00000110651/ENSG00000110651"
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",77,0.639040672617253,2.31082262909501,1.9252200429158e-07,4.14076326830331e-05,3.54645797379227e-05,3390,"tags=75%, list=24%, signal=57%","ENSG00000158552/ENSG00000233927/ENSG00000162244/ENSG00000231500/ENSG00000167526/ENSG00000164587/ENSG00000125691/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000156482/ENSG00000171858/ENSG00000063177/ENSG00000145592/ENSG00000083845/ENSG00000142534/ENSG00000134419/ENSG00000109475/ENSG00000147604/ENSG00000182774/ENSG00000148303/ENSG00000105640/ENSG00000137154/ENSG00000112306/ENSG00000221983/ENSG00000108107/ENSG00000114391/ENSG00000161016/ENSG00000136942/ENSG00000142937/ENSG00000188846/ENSG00000198918/ENSG00000198242/ENSG00000110700/ENSG00000118181/ENSG00000166441/ENSG00000008988/ENSG00000170889/ENSG00000171863/ENSG00000108298/ENSG00000122406/ENSG00000105372/ENSG00000149273/ENSG00000131469/ENSG00000198755/ENSG00000145425/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000089009/ENSG00000174444/ENSG00000122026/ENSG00000115268/ENSG00000130255/ENSG00000197958/ENSG00000172809/ENSG00000105193/ENSG00000065308/ENSG00000168028/ENSG00000058262"
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane",81,0.623922479966917,2.29401227599501,1.50073138633271e-07,3.36226361012958e-05,2.87969290140597e-05,3390,"tags=71%, list=24%, signal=55%","ENSG00000158552/ENSG00000233927/ENSG00000162244/ENSG00000231500/ENSG00000167526/ENSG00000164587/ENSG00000125691/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000156482/ENSG00000171858/ENSG00000063177/ENSG00000145592/ENSG00000083845/ENSG00000142534/ENSG00000134419/ENSG00000109475/ENSG00000147604/ENSG00000182774/ENSG00000148303/ENSG00000105640/ENSG00000137154/ENSG00000112306/ENSG00000221983/ENSG00000108107/ENSG00000114391/ENSG00000161016/ENSG00000136942/ENSG00000142937/ENSG00000188846/ENSG00000198918/ENSG00000198242/ENSG00000110700/ENSG00000118181/ENSG00000166441/ENSG00000008988/ENSG00000170889/ENSG00000171863/ENSG00000108298/ENSG00000122406/ENSG00000105372/ENSG00000149273/ENSG00000131469/ENSG00000198755/ENSG00000145425/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000089009/ENSG00000174444/ENSG00000122026/ENSG00000115268/ENSG00000130255/ENSG00000197958/ENSG00000172809/ENSG00000105193/ENSG00000065308/ENSG00000168028/ENSG00000058262"
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process",31,0.732440070987367,2.26259155133165,4.80727788680979e-05,0.00219057060994714,0.0018761677747362,448,"tags=26%, list=3%, signal=25%","ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000188536/ENSG00000213931/ENSG00000167419/ENSG00000244734"
"GO:0050855","GO:0050855","regulation of B cell receptor signaling pathway",16,0.822811012495321,2.25239557213188,3.39501792481689e-05,0.00180742686947925,0.00154801494748034,1301,"tags=44%, list=9%, signal=40%","ENSG00000012124/ENSG00000196092/ENSG00000159216/ENSG00000166501/ENSG00000166501/ENSG00000196950/ENSG00000110651/ENSG00000110651"
"GO:0030168","GO:0030168","platelet activation",107,0.573244964602291,2.23826912691247,3.72719724373118e-07,6.91073778604916e-05,5.91887039612483e-05,1149,"tags=23%, list=8%, signal=21%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000274286/ENSG00000178732/ENSG00000169704/ENSG00000158856/ENSG00000115956/ENSG00000069018/ENSG00000160323/ENSG00000158856/ENSG00000169313/ENSG00000244734/ENSG00000043462/ENSG00000141968/ENSG00000154127/ENSG00000189114/ENSG00000184160/ENSG00000150594/ENSG00000149781/ENSG00000166501/ENSG00000167601/ENSG00000185532/ENSG00000142615/ENSG00000166501/ENSG00000165025/ENSG00000153208/ENSG00000159176/ENSG00000108405/ENSG00000164220"
"GO:0050900","GO:0050900","leukocyte migration",262,0.507305444767378,2.23291025327126,1e-10,6.72125e-08,5.75657894736842e-08,1506,"tags=23%, list=11%, signal=21%","ENSG00000211899/ENSG00000160683/ENSG00000137801/ENSG00000007908/ENSG00000141655/ENSG00000112175/ENSG00000133789/ENSG00000075340/ENSG00000150455/ENSG00000123454/ENSG00000100292/ENSG00000174600/ENSG00000261371/ENSG00000115232/ENSG00000162897/ENSG00000147573/ENSG00000119630/ENSG00000162692/ENSG00000134830/ENSG00000122592/ENSG00000063660/ENSG00000100600/ENSG00000140678/ENSG00000127129/ENSG00000130300/ENSG00000101336/ENSG00000169313/ENSG00000169508/ENSG00000177628/ENSG00000101280/ENSG00000145147/ENSG00000183087/ENSG00000110080/ENSG00000182578/ENSG00000138135/ENSG00000147443/ENSG00000130876/ENSG00000089060/ENSG00000136160/ENSG00000141968/ENSG00000090863/ENSG00000119919/ENSG00000021488/ENSG00000015413/ENSG00000196415/ENSG00000183018/ENSG00000177398/ENSG00000107562/ENSG00000168918/ENSG00000170962/ENSG00000147443/ENSG00000166923/ENSG00000121966/ENSG00000166923/ENSG00000165025/ENSG00000153208/ENSG00000171522/ENSG00000154721/ENSG00000129422/ENSG00000149564/ENSG00000057593/ENSG00000177105/ENSG00000110651/ENSG00000174059/ENSG00000189058/ENSG00000167207/ENSG00000151651/ENSG00000110651/ENSG00000129244/ENSG00000186810/ENSG00000128340/ENSG00000157404/ENSG00000172817/ENSG00000136286/ENSG00000184588/ENSG00000173757/ENSG00000157227/ENSG00000120129/ENSG00000204472/ENSG00000164251/ENSG00000119919/ENSG00000182578"
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis",43,0.670476037398511,2.23065678078985,3.5792560904372e-05,0.0018383384446511,0.00157448992205565,3032,"tags=47%, list=21%, signal=37%","ENSG00000137801/ENSG00000100292/ENSG00000099250/ENSG00000179388/ENSG00000145147/ENSG00000148400/ENSG00000128917/ENSG00000125266/ENSG00000166923/ENSG00000166923/ENSG00000100065/ENSG00000123358/ENSG00000173269/ENSG00000048052/ENSG00000006638/ENSG00000135046/ENSG00000128052/ENSG00000099250/ENSG00000106511/ENSG00000148400/ENSG00000169855/ENSG00000011405/ENSG00000179348/ENSG00000136826/ENSG00000125266/ENSG00000133121/ENSG00000102359"
"GO:0048821","GO:0048821","erythrocyte development",23,0.7498961092861,2.20751430123177,0.000401810243763725,0.0102882556224645,0.00881162815271328,349,"tags=18%, list=2%, signal=17%","ENSG00000004939/ENSG00000158578/ENSG00000162367/ENSG00000158856/ENSG00000158856"
"GO:0072599","GO:0072599","establishment of protein localization to endoplasmic reticulum",93,0.578238468516583,2.17575007697394,2.50407241004757e-06,0.000286476539336718,0.000245359838610484,3390,"tags=64%, list=24%, signal=49%","ENSG00000158552/ENSG00000233927/ENSG00000162244/ENSG00000231500/ENSG00000167526/ENSG00000164587/ENSG00000125691/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000156482/ENSG00000171858/ENSG00000063177/ENSG00000145592/ENSG00000083845/ENSG00000142534/ENSG00000134419/ENSG00000109475/ENSG00000147604/ENSG00000182774/ENSG00000148303/ENSG00000105640/ENSG00000137154/ENSG00000112306/ENSG00000221983/ENSG00000108107/ENSG00000114391/ENSG00000161016/ENSG00000136942/ENSG00000142937/ENSG00000188846/ENSG00000198918/ENSG00000198242/ENSG00000110700/ENSG00000118181/ENSG00000166441/ENSG00000008988/ENSG00000170889/ENSG00000171863/ENSG00000108298/ENSG00000122406/ENSG00000105372/ENSG00000149273/ENSG00000131469/ENSG00000198755/ENSG00000145425/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000089009/ENSG00000174444/ENSG00000122026/ENSG00000115268/ENSG00000130255/ENSG00000197958/ENSG00000172809/ENSG00000105193/ENSG00000051108/ENSG00000065308/ENSG00000129128/ENSG00000168028/ENSG00000058262"
