TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0006954", "inflammatory response", 2.80965571824298, 1.37617712146867, 0.0388644289665509, 2.69722934275972, -5.37182778259419, 0.960024044987905, 0, null, False
"GO:0048514", "blood vessel morphogenesis", 2.29521171349426, -6.28056357201772, -1.72560366772958, 2.60959440922522, -4.89311866108027, 0.891502051549524, 0, null, False
"GO:0002040", "sprouting angiogenesis", 0.333540618463452, null, null, 1.77815125038364, -1.57125681581436, 0.908623617473096, 0.73815592, 48514, True
"GO:0001570", "vasculogenesis", 0.390072926677596, null, null, 1.84509804001426, -2.46227913502543, 0.900899925708877, 0.75055515, 48514, True
"GO:0060840", "artery development", 0.503137543105885, null, null, 1.95424250943932, -1.67874171783758, 0.920146235074219, 0.7716262, 48514, True
"GO:0001525", "angiogenesis", 1.78076770874555, null, null, 2.4996870826184, -4.10411428450473, 0.893408064723023, 0.89662331, 48514, True
"GO:0050865", "regulation of cell activation", 3.70286618802646, -2.89880336137177, -7.38765189717846, 2.81690383937566, -5.70631552651021, 0.966778324634016, 0, null, False
"GO:0098813", "nuclear chromosome segregation", 1.25501724235401, 4.51233799263694, -6.62681984532432, 2.34830486304816, -7.53428676094957, 0.908249801257795, 0, null, False
"GO:0007064", "mitotic sister chromatid cohesion", 0.107411385606874, null, null, 1.30102999566398, -1.64441683441736, 0.867571175577158, 0.72702661, 98813, True
"GO:0008608", "attachment of spindle microtubules to kinetochore", 0.130024308892532, null, null, 1.38021124171161, -3.70952546118114, 0.923295889277598, 0.73962749, 98813, True
"GO:0051304", "chromosome separation", 0.15263723217819, null, null, 1.44715803134222, -4.46033187817522, 0.923451121935641, 0.75054483, 98813, True
"GO:0000070", "mitotic sister chromatid segregation", 0.655774775284075, null, null, 2.06818586174616, -7.53428676094957, 0.846628606157853, 0.86687595, 98813, True
"GO:0007062", "sister chromatid cohesion", 0.271355079427893, null, null, 1.69019608002851, -3.33740890489378, 0.865643463282868, 0.87261469, 98813, True
"GO:0000819", "sister chromatid segregation", 0.814065238283679, null, null, 2.16136800223497, -7.53428676094957, 0.853283789779156, 0.88727431, 98813, True
"GO:0090162", "establishment of epithelial cell polarity", 0.186556617106676, -2.43639911724676, -0.0328616652785571, 1.53147891704226, -1.49205911620267, 0.996020481994796, 0.0044928, null, False
"GO:0070661", "leukocyte proliferation", 0.520097235570128, -5.70265593174533, -5.90256491913206, 1.96848294855394, -2.63840283509593, 0.984311277520354, 0.00497079, null, False
"GO:0031589", "cell-substrate adhesion", 1.04019447114026, -2.00499837206968, -7.96432688887536, 2.26717172840301, -2.34787955011722, 0.989836548679727, 0.00535603, null, False
"GO:0071103", "DNA conformation change", 1.51506586013907, 6.4678641792274, -0.823774256119018, 2.42975228000241, -7.53428676094957, 0.907265124625868, 0.00559111, null, False
"GO:0006310", "DNA recombination", 1.26632370399683, 3.0520900011365, 5.16844763626365, 2.35218251811136, -7.53428676094957, 0.937681709474606, 0.00559697, null, False
"GO:0006281", "DNA repair", 2.69093787099327, null, null, 2.67851837904011, -7.53428676094957, 0.893310442978688, 0.77233986, 6310, True
"GO:0050900", "leukocyte migration", 1.27763016563966, -0.335541859111502, -5.22143729224198, 2.35602585719312, -7.53428676094957, 0.877064275066834, 0.00560279, null, False
"GO:0007059", "chromosome segregation", 1.58855786081746, -3.44623468213984, -7.63376266661933, 2.45024910831936, -7.53428676094957, 0.99513040083362, 0.00574926, null, False
"GO:0061919", "process utilizing autophagic mechanism", 1.53202555260331, -3.54797482352827, -7.25225558890169, 2.4345689040342, -2.94999768468295, 0.995148786447111, 0.00575695, null, False
"GO:0051301", "cell division", 2.79269602577873, -4.25146803808812, -7.20412783274423, 2.69460519893357, -7.29987039114761, 0.994824882619958, 0.00620466, null, False
"GO:0045661", "regulation of myoblast differentiation", 0.282661541070722, -2.71188972166828, 3.96905533404844, 1.70757017609794, -2.05092150088473, 0.956110022723223, 0.03828664, null, False
"GO:0040013", "negative regulation of locomotion", 1.78642093956696, 0.31290213260017, 4.08497904393962, 2.50105926221775, -5.19893476102384, 0.918074979129087, 0.0407842, null, False
"GO:0051983", "regulation of chromosome segregation", 0.508790773927299, -3.92017993756317, -7.40732710286847, 1.95904139232109, -3.85439288157235, 0.97312975049305, 0.04091046, null, False
"GO:0051783", "regulation of nuclear division", 0.785799084176607, -6.87065959311788, 2.89606414698642, 2.14612803567824, -4.05622739166973, 0.936999906970704, 0.0430944, null, False
"GO:0070663", "regulation of leukocyte proliferation", 1.36808185878229, -1.03177740645479, 0.0159321777405285, 2.38560627359831, -1.48156320091162, 0.962204216113686, 0.04624343, null, False
"GO:0090287", "regulation of cellular response to growth factor stimulus", 1.57159816835321, 6.2002372319115, 2.8490586618018, 2.4456042032736, -3.03557833811118, 0.936371373815929, 0.04710436, null, False
"GO:0010506", "regulation of autophagy", 1.80338063203121, -3.76247395147445, 6.10658784836495, 2.50514997831991, -4.09660136793613, 0.951964860091447, 0.04799065, null, False
"GO:0032970", "regulation of actin filament-based process", 2.22171971281587, -2.71625880341954, -7.92028556155411, 2.59549622182557, -1.46586749463552, 0.968685591182419, 0.04940017, null, False
"GO:0007346", "regulation of mitotic cell cycle", 2.41392956074397, -4.02957007287547, 2.06646468707683, 2.63144376901317, -5.4602159044492, 0.903966095218658, 0.04998406, null, False
"GO:0045786", "negative regulation of cell cycle", 1.90513878681667, null, null, 2.52891670027765, -2.5882949818014, 0.892390637055163, 0.70776224, 7346, True
"GO:0010942", "positive regulation of cell death", 3.24495449149189, 0.309605802918896, 6.89243586630833, 2.75966784468963, -5.02079167553031, 0.936363512665673, 0.05218324, null, False
"GO:0045730", "respiratory burst", 0.118717847249703, -3.06218587297071, -7.78824789235828, 1.34242268082221, -1.37160952848822, 0.985612923706451, 0.08348644, null, False
"GO:0042743", "hydrogen peroxide metabolic process", 0.214822771213749, -4.54607315487362, -6.96730642478183, 1.5910646070265, -2.12529741987924, 0.977320126263832, 0.10612988, null, False
"GO:0042744", "hydrogen peroxide catabolic process", 0.146984001356775, null, null, 1.43136376415899, -1.64676830481215, 0.971279900642677, 0.81589489, 42743, True
"GO:0006081", "cellular aldehyde metabolic process", 0.299621233534965, -4.89634936975698, -6.75266472859169, 1.73239375982297, -1.37160952848822, 0.978179056860759, 0.10959863, null, False
"GO:0007264", "small GTPase mediated signal transduction", 1.46984001356775, 5.21416299169997, -4.38321957760752, 2.41664050733828, -4.53773679965689, 0.914231790055966, 0.1119358, null, False
"GO:0045540", "regulation of cholesterol biosynthetic process", 0.10175815478546, -5.52122793195064, 4.7979752302442, 1.27875360095283, -4.05217791728439, 0.955900099006016, 0.11375476, null, False
"GO:0090181", "regulation of cholesterol metabolic process", 0.175250155463848, null, null, 1.50514997831991, -3.3203907200577, 0.956648412374919, 0.79044246, 45540, True
"GO:0106118", "regulation of sterol biosynthetic process", 0.10175815478546, null, null, 1.27875360095283, -4.05217791728439, 0.958790083227322, 0.8129477, 45540, True
"GO:0045939", "negative regulation of steroid metabolic process", 0.146984001356775, null, null, 1.43136376415899, -2.2533948166559, 0.941283350342971, 0.81302838, 45540, True
"GO:0010894", "negative regulation of steroid biosynthetic process", 0.130024308892532, null, null, 1.38021124171161, -2.22450245426569, 0.939591261491042, 0.82766982, 45540, True
"GO:1902931", "negative regulation of alcohol biosynthetic process", 0.0734920006783877, null, null, 1.14612803567824, -1.64136312563889, 0.945164374054912, 0.84170522, 45540, True
"GO:0072593", "reactive oxygen species metabolic process", 0.554016620498615, -0.622386438647258, 0.854050653640453, 1.99563519459755, -2.63328185954316, 0.977514711577626, 0.11664193, null, False
"GO:1901652", "response to peptide", 2.52134094635084, 2.28826172888243, -2.284975149117, 2.65030752313194, -3.26795088650918, 0.95515229235262, 0.12026463, null, False
"GO:0043434", "response to peptide hormone", 2.04081632653061, null, null, 2.55870857053317, -2.16767023118567, 0.953224583265442, 0.72480663, 1901652, True
"GO:0008286", "insulin receptor signaling pathway", 0.350500310927695, null, null, 1.79934054945358, -2.37218470649445, 0.911207462475061, 0.75168989, 1901652, True
"GO:0071417", "cellular response to organonitrogen compound", 3.18842218327774, null, null, 2.75204844781944, -2.58225971362453, 0.937868120871071, 0.7701884, 1901652, True
"GO:0032868", "response to insulin", 1.2154446266041, null, null, 2.33445375115093, -1.63224418669402, 0.955544560006685, 0.86428235, 1901652, True
