TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0001974", "blood vessel remodeling", 0.197863078749505, 5.73759944988227, 5.67844078015879, 1.55630250076729, 2.21131039285617, 0.965722238748281, 0, null, False
"GO:0006695", "cholesterol biosynthetic process", 0.209169540392334, -7.11470974717674, 0.752216911635459, 1.57978359661681, -2.29600927579318, 0.935479456153593, 0, null, False
"GO:0016125", "sterol metabolic process", 0.75187969924812, null, null, 2.12710479836481, -1.80106660471551, 0.939998568236415, 0.75705459, 6695, True
"GO:0046165", "alcohol biosynthetic process", 0.525750466391543, null, null, 1.9731278535997, -1.82031820853946, 0.95051298673545, 0.80794467, 6695, True
"GO:0016126", "sterol biosynthetic process", 0.248742156142235, null, null, 1.65321251377534, -2.30374584349102, 0.93647145987575, 0.82244102, 6695, True
"GO:0006694", "steroid biosynthetic process", 0.65012154446266, null, null, 2.06445798922692, -1.74758059680013, 0.939551808198641, 0.84354469, 6695, True
"GO:1902653", "secondary alcohol biosynthetic process", 0.209169540392334, null, null, 1.57978359661681, -2.29600927579318, 0.953187653891736, 0.84614145, 6695, True
"GO:0008203", "cholesterol metabolic process", 0.667081236926904, null, null, 2.07554696139253, -1.7528702419773, 0.935826487958497, 0.88194608, 6695, True
"GO:0050853", "B cell receptor signaling pathway", 0.734920006783877, -0.877030115340287, -5.14248849373706, 2.11727129565576, 2.48422778453874, 0.812994208747279, 0, null, False
"GO:0002224", "toll-like receptor signaling pathway", 0.333540618463452, null, null, 1.77815125038364, 1.7133277932484, 0.88472299953408, 0.71766188, 50853, True
"GO:0002221", "pattern recognition receptor signaling pathway", 0.480524619820227, null, null, 1.93449845124357, 1.6549499378664, 0.880750265719982, 0.74322259, 50853, True
"GO:0002768", "immune response-regulating cell surface receptor signaling pathway", 1.61682401492453, null, null, 2.45788189673399, 1.60570516870982, 0.859914540488023, 0.84300076, 50853, True
"GO:0050851", "antigen receptor-mediated signaling pathway", 1.20979139578269, null, null, 2.33243845991561, 1.53202829908535, 0.803631657433784, 0.89220623, 50853, True
"GO:0002757", "immune response-activating signal transduction", 1.47549324438917, null, null, 2.41830129131975, 1.55874692272069, 0.805250623676636, 0.91344409, 50853, True
"GO:0002429", "immune response-activating cell surface receptor signaling pathway", 1.47549324438917, null, null, 2.41830129131975, 1.55874692272069, 0.799639428505864, 0.96258059, 50853, True
"GO:0061383", "trabecula morphogenesis", 0.231782463677992, 5.67065637356017, 1.57539571846535, 1.6232492903979, 2.09873520042189, 0.941481239317572, 0, null, False
"GO:0006613", "cotranslational protein targeting to membrane", 0.118717847249703, 4.60773159240383, -5.01159742200228, 1.34242268082221, 2.25255637829224, 0.932346491401749, 0.00411209, null, False
"GO:0034109", "homotypic cell-cell adhesion", 0.339193849284866, 2.55600604070509, -1.31189282204209, 1.78532983501077, 1.73327876574439, 0.983241357372201, 0.00451937, null, False
"GO:0098813", "nuclear chromosome segregation", 1.25501724235401, -3.81454139189987, 6.32288035337791, 2.34830486304816, -2.27449548095058, 0.887615704698198, 0.00515576, null, False
"GO:0007064", "mitotic sister chromatid cohesion", 0.107411385606874, null, null, 1.30102999566398, -1.68522775977527, 0.844514364836971, 0.72702661, 98813, True
"GO:0008608", "attachment of spindle microtubules to kinetochore", 0.130024308892532, null, null, 1.38021124171161, -2.02253387038462, 0.906209424228535, 0.73962749, 98813, True
"GO:0051304", "chromosome separation", 0.15263723217819, null, null, 1.44715803134222, -2.01579911753086, 0.906175486117588, 0.75054483, 98813, True
"GO:0000070", "mitotic sister chromatid segregation", 0.655774775284075, null, null, 2.06818586174616, -2.32932747214297, 0.820008211249576, 0.86687595, 98813, True
"GO:0007062", "sister chromatid cohesion", 0.271355079427893, null, null, 1.69019608002851, -1.99240515540899, 0.842680891221104, 0.87261469, 98813, True
"GO:0007080", "mitotic metaphase plate congression", 0.288314771892136, null, null, 1.7160033436348, -1.98292591027293, 0.78395267275254, 0.8774788, 98813, True
"GO:0000819", "sister chromatid segregation", 0.814065238283679, null, null, 2.16136800223497, -2.31358911761435, 0.828253373932492, 0.88727431, 98813, True
"GO:0051310", "metaphase plate congression", 0.350500310927695, null, null, 1.79934054945358, -2.10704134094324, 0.847055349619005, 0.94123121, 98813, True
"GO:0051303", "establishment of chromosome localization", 0.435298773248912, null, null, 1.89209460269048, -2.12878134795996, 0.937513105520153, 0.97148091, 98813, True
"GO:0007059", "chromosome segregation", 1.58855786081746, 2.86744204827793, 7.7248184173983, 2.45024910831936, -2.21959605920201, 0.994721131983057, 0.00562219, null, False
"GO:0061919", "process utilizing autophagic mechanism", 1.53202555260331, 3.54263792031593, 6.23481780250874, 2.4345689040342, 1.35422325774247, 0.994741431877487, 0.00575695, null, False
"GO:0051301", "cell division", 2.79269602577873, 3.85656559988051, 6.95266714448495, 2.69460519893357, -1.87050347433796, 0.994383403301066, 0.00620466, null, False
"GO:0090383", "phagosome acidification", 0.0339193849284866, 0.106021238484714, 4.55346348344539, 0.845098040014257, 2.12815774804479, 0.899046142471746, 0.01764063, null, False
"GO:0007035", "vacuolar acidification", 0.135677539713947, null, null, 1.39794000867204, 1.87344157235984, 0.942990545786881, 0.85159128, 90383, True
"GO:0043087", "regulation of GTPase activity", 1.9560178642094, -2.2477525570858, 2.31832601357102, 2.54032947479087, 1.40589651166472, 0.971858224326883, 0.02572514, null, False
"GO:0090181", "regulation of cholesterol metabolic process", 0.175250155463848, 0.438479795274996, -0.55021758229633, 1.50514997831991, -2.07658991608556, 0.960644935261091, 0.02651734, null, False
"GO:0045540", "regulation of cholesterol biosynthetic process", 0.10175815478546, null, null, 1.27875360095283, -2.11689667596316, 0.96125361618712, 0.79044246, 90181, True
"GO:0106118", "regulation of sterol biosynthetic process", 0.10175815478546, null, null, 1.27875360095283, -2.11689667596316, 0.962901005416673, 0.8129477, 90181, True
"GO:0045939", "negative regulation of steroid metabolic process", 0.146984001356775, null, null, 1.43136376415899, 1.89077145506941, 0.943973634191857, 0.81302838, 90181, True
"GO:0010894", "negative regulation of steroid biosynthetic process", 0.130024308892532, null, null, 1.38021124171161, 1.89901702002557, 0.94323396605481, 0.82766982, 90181, True
"GO:0045682", "regulation of epidermis development", 0.361806772570524, -6.61953929856188, -2.01704822119384, 1.81291335664286, 1.87295175766191, 0.967333127743865, 0.02834196, null, False
"GO:0051983", "regulation of chromosome segregation", 0.508790773927299, 3.65126329074671, 7.39030079717119, 1.95904139232109, -2.0570284915894, 0.974886266099473, 0.03442076, null, False
"GO:0007088", "regulation of mitotic nuclear division", 0.621855390355588, -5.24887153229678, 4.14364268189464, 2.04532297878666, -2.08107228949281, 0.858741314554058, 0.03511194, null, False
"GO:0010389", "regulation of G2/M transition of mitotic cell cycle", 0.520097235570128, null, null, 1.96848294855394, -1.79692193270277, 0.879785039689314, 0.70296484, 7088, True
"GO:1901987", "regulation of cell cycle phase transition", 2.01820340324495, null, null, 2.55388302664387, -1.71005913948832, 0.874102584501313, 0.72107568, 7088, True
"GO:1902749", "regulation of cell cycle G2/M phase transition", 0.565323082141444, null, null, 2.00432137378264, -1.77626941510145, 0.881915372601612, 0.7329945, 7088, True
"GO:0090068", "positive regulation of cell cycle process", 1.26067047317542, null, null, 2.35024801833416, -1.51636622139811, 0.862923236164679, 0.78264502, 7088, True
"GO:0045839", "negative regulation of mitotic nuclear division", 0.192209847928091, null, null, 1.54406804435028, -1.91197055839115, 0.85111974135872, 0.84840428, 7088, True
"GO:0051784", "negative regulation of nuclear division", 0.237435694499406, null, null, 1.63346845557959, -1.97816113557105, 0.905851450908457, 0.86452147, 7088, True
"GO:0007094", "mitotic spindle assembly checkpoint signaling", 0.135677539713947, null, null, 1.39794000867204, -1.93237645753274, 0.724024355344862, 0.93780644, 7088, True
"GO:1902750", "negative regulation of cell cycle G2/M phase transition", 0.339193849284866, null, null, 1.78532983501077, -1.60067299869917, 0.866240857227594, 0.94036469, 7088, True
"GO:0045841", "negative regulation of mitotic metaphase/anaphase transition", 0.146984001356775, null, null, 1.43136376415899, -1.95722645648944, 0.835119509564401, 0.98105381, 7088, True
"GO:2000816", "negative regulation of mitotic sister chromatid separation", 0.163943693821019, null, null, 1.47712125471966, -1.95722645648944, 0.838858789221975, 0.9899329, 7088, True
"GO:0071173", "spindle assembly checkpoint signaling", 0.135677539713947, null, null, 1.39794000867204, -1.93237645753274, 0.834972167797062, 0.99241276, 7088, True
"GO:0071174", "mitotic spindle checkpoint signaling", 0.135677539713947, null, null, 1.39794000867204, -1.93237645753274, 0.761353592691447, 0.99241276, 7088, True
"GO:0033046", "negative regulation of sister chromatid segregation", 0.163943693821019, null, null, 1.47712125471966, -1.95722645648944, 0.839209631124864, 0.99303011, 7088, True
"GO:1905819", "negative regulation of chromosome separation", 0.175250155463848, null, null, 1.50514997831991, -1.96640504648398, 0.859032787030205, 0.99303011, 7088, True
"GO:0033048", "negative regulation of mitotic sister chromatid segregation", 0.163943693821019, null, null, 1.47712125471966, -1.95722645648944, 0.839101026984578, 0.99836056, 7088, True
"GO:0030336", "negative regulation of cell migration", 1.52071909096048, -5.85163414293102, -3.68156187325104, 2.43136376415899, 2.05122963134066, 0.896934212603286, 0.03856261, null, False
"GO:0043537", "negative regulation of blood vessel endothelial cell migration", 0.197863078749505, null, null, 1.55630250076729, 1.90844215670266, 0.902289761399238, 0.78095415, 30336, True
"GO:0010633", "negative regulation of epithelial cell migration", 0.384419695856182, null, null, 1.83884909073726, 1.70881536208674, 0.898048175575181, 0.83416733, 30336, True
"GO:0010594", "regulation of endothelial cell migration", 0.95539600881904, null, null, 2.23044892137827, 1.55207775481232, 0.91128174306395, 0.84122025, 30336, True
"GO:0090049", "regulation of cell migration involved in sprouting angiogenesis", 0.214822771213749, null, null, 1.5910646070265, 1.84929605043914, 0.921502357352806, 0.84775751, 30336, True
"GO:0043535", "regulation of blood vessel endothelial cell migration", 0.514444004748714, null, null, 1.96378782734556, 1.66575300297888, 0.915856980722558, 0.86592542, 30336, True
"GO:0090051", "negative regulation of cell migration involved in sprouting angiogenesis", 0.0847984623212166, null, null, 1.20411998265592, 1.87497255561689, 0.908847951183555, 0.87125852, 30336, True
"GO:2000146", "negative regulation of cell motility", 1.6055175532817, null, null, 2.45484486000851, 1.95927913830675, 0.89695114787921, 0.97050713, 30336, True
"GO:0050865", "regulation of cell activation", 3.70286618802646, 4.32794268812727, 7.06125280198329, 2.81690383937566, 1.60221465923384, 0.968868176543328, 0.04689717, null, False
"GO:0050678", "regulation of epithelial cell proliferation", 1.92775171010232, -0.148417852884837, -2.48049330894965, 2.53402610605613, 1.37747240475786, 0.967532919429166, 0.04843242, null, False
"GO:0030155", "regulation of cell adhesion", 4.12120526881113, 3.19557826895954, 7.46958798884624, 2.86332286012046, 1.47182550694828, 0.968460048323738, 0.05410675, null, False
"GO:0042743", "hydrogen peroxide metabolic process", 0.214822771213749, 3.17795747867072, 6.74683427726727, 1.5910646070265, 2.24901239838222, 0.975323316648367, 0.07529798, null, False
"GO:0042744", "hydrogen peroxide catabolic process", 0.146984001356775, null, null, 1.43136376415899, 2.07827501204416, 0.970174120461283, 0.81589489, 42743, True
"GO:0036296", "response to increased oxygen levels", 0.169596924642433, 5.33672991261039, 6.50158161761374, 1.49136169383427, 1.8432583041739, 0.978056031945714, 0.07723755, null, False
"GO:0032637", "interleukin-8 production", 0.0310927695177794, -4.33162587869732, 1.420080660972, 0.778151250383644, 1.92518583081999, 0.949125476418201, 0.0879805, null, False
"GO:0042060", "wound healing", 1.82034032449545, 1.25393889408121, -2.58857332208611, 2.5092025223311, 1.90071083307256, 0.957209755167563, 0.09778981, null, False
"GO:0007596", "blood coagulation", 0.961049239640454, null, null, 2.23299611039215, 1.87002462160081, 0.882085284474134, 0.84245309, 42060, True
"GO:0070527", "platelet aggregation", 0.25439538696365, null, null, 1.66275783168157, 1.75984445857557, 0.852142567260362, 0.86414547, 42060, True
"GO:0030168", "platelet activation", 0.537056928034372, null, null, 1.98227123303957, 2.00945716115043, 0.853833601731421, 0.92955473, 42060, True
"GO:0072593", "reactive oxygen species metabolic process", 0.554016620498615, -5.08832291382518, 2.46767360397545, 1.99563519459755, 1.71299844151072, 0.976144646262926, 0.09839229, null, False
"GO:0006275", "regulation of DNA replication", 0.604895697891345, -1.13168575162464, 0.160292838553985, 2.03342375548695, -1.70542115940748, 0.964764747422537, 0.10830519, null, False
"GO:0050817", "coagulation", 0.972355701283283, 5.56116097585598, 4.85367187309984, 2.2380461031288, 1.87422373258449, 0.960252195935873, 0.11587506, null, False
"GO:0035924", "cellular response to vascular endothelial growth factor stimulus", 0.237435694499406, 1.92439036161413, -6.9466597808913, 1.63346845557959, 1.99511399689236, 0.945295595144842, 0.12028716, null, False
"GO:0071363", "cellular response to growth factor stimulus", 2.55526033127933, null, null, 2.65609820201283, 1.4754507646958, 0.930869375881268, 0.72139001, 35924, True
"GO:0048771", "tissue remodeling", 0.542710158855786, 6.00150792705712, 5.154195124873, 1.98677173426624, 1.6031364003463, 0.962447037134062, 0.12774544, null, False
"GO:0090130", "tissue migration", 0.542710158855786, 5.1245413821977, 5.10822849261788, 1.98677173426624, 1.50328937473102, 0.962447037134062, 0.12774544, null, False
"GO:0007292", "female gamete generation", 0.757532930069535, 3.36637672277591, 4.02397459690312, 2.13033376849501, -1.59616264694645, 0.945838269233625, 0.13222229, null, False
"GO:0032757", "positive regulation of interleukin-8 production", 0.350500310927695, -3.73901560040747, -2.51220429359082, 1.79934054945358, 2.04298116788481, 0.940414567173014, 0.13496777, null, False
"GO:0065004", "protein-DNA complex assembly", 0.972355701283283, 0.875513084700882, 6.34373391676667, 2.2380461031288, -2.01132345905331, 0.919186243271725, 0.13518807, null, False
"GO:0051382", "kinetochore assembly", 0.0791452314998021, null, null, 1.17609125905568, -1.9528924617835, 0.901495093230175, 0.7424454, 65004, True
"GO:0006336", "DNA replication-independent nucleosome assembly", 0.107411385606874, null, null, 1.30102999566398, -1.87818153050508, 0.897185393469449, 0.76221348, 65004, True
"GO:0034724", "DNA replication-independent nucleosome organization", 0.113064616428289, null, null, 1.32221929473392, -1.87818153050508, 0.904203007275119, 0.76563753, 65004, True
"GO:0043486", "histone exchange", 0.124371078071118, null, null, 1.36172783601759, -1.90106916840124, 0.902250550800478, 0.77208229, 65004, True
"GO:0034508", "centromere complex assembly", 0.141330770535361, null, null, 1.41497334797082, -2.09060197005521, 0.902924991877455, 0.78089851, 65004, True
"GO:0006334", "nucleosome assembly", 0.570976312962858, null, null, 2.00860017176192, -1.9845646154244, 0.883233186895631, 0.89217004, 65004, True
"GO:0034728", "nucleosome organization", 0.785799084176607, null, null, 2.14612803567824, -1.92628762164915, 0.889675346456754, 0.92222645, 65004, True
"GO:0034080", "CENP-A containing nucleosome assembly", 0.0395726157499011, null, null, 0.903089986991944, -1.87590340194618, 0.901385732223396, 0.92390058, 65004, True
"GO:0031497", "chromatin assembly", 0.757532930069535, null, null, 2.13033376849501, -1.79093713478145, 0.889255825475851, 0.93595593, 65004, True
"GO:0061298", "retina vasculature development in camera-type eye", 0.0961049239640455, 6.43711004989477, 1.03644662312089, 1.25527250510331, 1.96549184442527, 0.920656478469954, 0.14037767, null, False
"GO:0009954", "proximal/distal pattern formation", 0.180903386285262, 6.64570020483901, 3.60556533497052, 1.51851393987789, 1.9492455317845, 0.942822659596649, 0.15494319, null, False
"GO:0150115", "cell-substrate junction organization", 0.209169540392334, 1.50702455236378, 6.95349499759772, 1.57978359661681, 1.55509627870855, 0.952614510924915, 0.15795294, null, False
"GO:0010506", "regulation of autophagy", 1.80338063203121, -2.0462138661524, -0.194024874357938, 2.50514997831991, 1.56291734819965, 0.958825788178534, 0.15942086, null, False
"GO:0007252", "I-kappaB phosphorylation", 0.0678387698569733, -1.23378786608641, -3.83439177968773, 1.11394335230684, 1.9548903370161, 0.90610934949822, 0.15950371, null, False
"GO:0097581", "lamellipodium organization", 0.243088925320821, 1.15906761617671, 5.68320554664433, 1.64345267648619, 1.59715860467386, 0.943762414624063, 0.16018125, null, False
"GO:2000377", "regulation of reactive oxygen species metabolic process", 0.836678161569337, -1.34065924405278, -0.567019831861514, 2.17318626841227, 1.46037428822928, 0.965383026847147, 0.16529806, null, False
"GO:0010942", "positive regulation of cell death", 3.24495449149189, -2.60779534434552, -3.72482715995633, 2.75966784468963, 1.55981858119098, 0.945347815316647, 0.17097805, null, False
"GO:0048708", "astrocyte differentiation", 0.299621233534965, 6.51976171182974, 3.18697055266106, 1.73239375982297, 1.85316586078062, 0.921921063548983, 0.17454716, null, False
"GO:0010001", "glial cell differentiation", 0.966702470461869, null, null, 2.23552844690755, 1.46038503582407, 0.913018219612629, 0.83197063, 48708, True
"GO:0007193", "adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway", 0.418339080784668, -0.507909743163566, -6.94520982123486, 1.8750612633917, 2.01855033732876, 0.933830922651859, 0.18743136, null, False
"GO:0030198", "extracellular matrix organization", 1.48114647521058, 0.788600996848369, 7.06819017678158, 2.41995574848976, 1.62138570091783, 0.945081507376221, 0.19290623, null, False
"GO:0031145", "anaphase-promoting complex-dependent catabolic process", 0.107411385606874, -6.33075443005894, 0.513938678547241, 1.30102999566398, -1.91334211494537, 0.961882712433964, 0.19690779, null, False
"GO:0010812", "negative regulation of cell-substrate adhesion", 0.350500310927695, -6.68266433374307, -2.57600056797547, 1.79934054945358, 1.86753768968162, 0.938940314565442, 0.19697501, null, False
"GO:0001952", "regulation of cell-matrix adhesion", 0.70100062185539, null, null, 2.09691001300806, 1.76401401885267, 0.958309771847086, 0.82089059, 10812, True
"GO:0051893", "regulation of focal adhesion assembly", 0.373113234213353, null, null, 1.82607480270083, 1.88260274984719, 0.923672206977717, 0.8257546, 10812, True
"GO:0051894", "positive regulation of focal adhesion assembly", 0.158290462999604, null, null, 1.46239799789896, 1.85274059758662, 0.915125728495672, 0.92531506, 10812, True
"GO:0090109", "regulation of cell-substrate junction assembly", 0.373113234213353, null, null, 1.82607480270083, 1.88260274984719, 0.935884724223646, 0.98297754, 10812, True
"GO:0008217", "regulation of blood pressure", 1.03454124031884, 2.71606755780129, 2.61035219421673, 2.26481782300954, 2.03164612878617, 0.908405800998331, 0.19876795, null, False
"GO:0008015", "blood circulation", 2.22171971281587, null, null, 2.59549622182557, 1.55066191879704, 0.943364141018664, 0.83554722, 8217, True
"GO:0003018", "vascular process in circulatory system", 1.46418678274634, null, null, 2.41497334797082, 1.47024686163806, 0.945690376246925, 0.87168584, 8217, True
"GO:0045229", "external encapsulating structure organization", 1.49810616767483, 0.56886248550395, 7.30002230497236, 2.42488163663107, 1.63014400211992, 0.945017991312327, 0.20281681, null, False
"GO:0043062", "extracellular structure organization", 1.486799706032, 0.350398830421501, 7.43864520732467, 2.42160392686983, 1.62138570091783, 0.945060271115955, 0.20290868, null, False
"GO:0006892", "post-Golgi vesicle-mediated transport", 0.554016620498615, 5.51456104569237, -4.87689819329368, 1.99563519459755, 1.64634037509717, 0.949254797329724, 0.20418871, null, False
"GO:0006893", "Golgi to plasma membrane transport", 0.299621233534965, null, null, 1.73239375982297, 1.80282952903936, 0.932271567142938, 0.7347579, 6892, True
"GO:0043001", "Golgi to plasma membrane protein transport", 0.180903386285262, null, null, 1.51851393987789, 1.84400756912502, 0.92705407146395, 0.85225377, 6892, True
"GO:0035270", "endocrine system development", 0.667081236926904, 6.10978716750494, 3.23387165562197, 2.07554696139253, 1.62767346154419, 0.932037404707999, 0.20580104, null, False
"GO:0007268", "chemical synaptic transmission", 2.28390525185143, -0.280353627561154, -6.88722697611599, 2.60745502321467, 1.27564803696813, 0.959840768428326, 0.20652249, null, False
"GO:0099537", "trans-synaptic signaling", 2.38001017581548, null, null, 2.62531245096167, 1.23783718698121, 0.959750084953834, 0.95005665, 7268, True
"GO:0098916", "anterograde trans-synaptic signaling", 2.28390525185143, null, null, 2.60745502321467, 1.27564803696813, 0.959840768428326, 0.96555318, 7268, True
"GO:0098754", "detoxification", 0.763186160890949, 2.65791876622816, -7.11073684961901, 2.13353890837022, 1.8984166786512, 0.953672818742188, 0.20982664, null, False
