"","TermID","Name","Frequency","PlotX","PlotY","LogSize","Value","Uniqueness","Dispensability","Representative","Eliminated","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0007610","GO:0007610"," behavior",3.08666402849228," 0.281056765472912"," -8.15574170125344",2.73798732633343,1.31438646258302,1,0," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050853","GO:0050853"," B cell receptor signaling pathway",0.734920006783877," 1.49424401506085"," 4.98916821316157",2.11727129565576,2.40922153442734,0.778877339907394,0," null"," False","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0038096","GO:0038096"," Fc-gamma receptor signaling pathway involved in phagocytosis",0.118717847249703," null"," null",1.34242268082221,1.66596801147408,0.771048347545212,0.71316805," 50853"," True","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0002431","GO:0002431"," Fc receptor mediated stimulatory signaling pathway",0.135677539713947," null"," null",1.39794000867204,1.64468225161337,0.809282885305513,0.72143758," 50853"," True","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0002221","GO:0002221"," pattern recognition receptor signaling pathway",0.480524619820227," null"," null",1.93449845124357,1.77563067497456,0.850703256089228,0.74322259," 50853"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002253","GO:0002253"," activation of immune response",1.89948555599525," null"," null",2.52762990087134,1.31142781771334,0.804685404819504,0.75504599," 50853"," True","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002768","GO:0002768"," immune response-regulating cell surface receptor signaling pathway",1.61682401492453," null"," null",2.45788189673399,1.79016159137223,0.828138222946854,0.84300076," 50853"," True","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0038094","GO:0038094"," Fc-gamma receptor signaling pathway",0.124371078071118," null"," null",1.36172783601759,1.66596801147408,0.862719379213293,0.89105732," 50853"," True","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0050851","GO:0050851"," antigen receptor-mediated signaling pathway",1.20979139578269," null"," null",2.33243845991561,1.68319061634284,0.767971598932787,0.89220623," 50853"," True","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0002757","GO:0002757"," immune response-activating signal transduction",1.47549324438917," null"," null",2.41830129131975,1.72886214893227,0.767714545976125,0.91344409," 50853"," True","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0002429","GO:0002429"," immune response-activating cell surface receptor signaling pathway",1.47549324438917," null"," null",2.41830129131975,1.72886214893227,0.763324348812866,0.96258059," 50853"," True","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0006613","GO:0006613"," cotranslational protein targeting to membrane",0.118717847249703," -7.15352152296427"," 0.148455906056097",1.34242268082221,2.23948793124399,0.932693172422859,0.00411209," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0033627","GO:0033627"," cell adhesion mediated by integrin",0.141330770535361," 1.09997365238533"," -7.78221636419012",1.41497334797082,1.74051668235171,0.989677521556561,0.00417457," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051145","GO:0051145"," smooth muscle cell differentiation",0.20351630957092," 5.52842319834313"," -3.48525733675514",1.56820172406699,2.09549233026988,0.953800709885544,0.00431158," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030239","GO:0030239"," myofibril assembly",0.327887387642037," null"," null",1.77085201164214,-1.78186454519915,0.855027823086409,0.70609867," 51145"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0055002","GO:0055002"," striated muscle cell development",0.333540618463452," null"," null",1.77815125038364,-1.7251049580192,0.948119048060973,0.83048076," 51145"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045214","GO:0045214"," sarcomere organization",0.209169540392334," null"," null",1.57978359661681,-1.88580363847648,0.860283171253437,0.95611799," 51145"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042743","GO:0042743"," hydrogen peroxide metabolic process",0.214822771213749," 2.01299386741572"," -7.84900793543518",1.5910646070265,2.21710207511397,0.974288437561754,0.00433266," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1903409","GO:1903409"," reactive oxygen species biosynthetic process",0.0791452314998021," null"," null",1.17609125905568,1.59454773613995,0.967552499719709,0.77787604," 42743"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042744","GO:0042744"," hydrogen peroxide catabolic process",0.146984001356775," null"," null",1.43136376415899,2.14132579074448,0.967505132526,0.81589489," 42743"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001578","GO:0001578"," microtubule bundle formation",0.644468313641246," -5.19090767405855"," -3.71234485941515",2.06069784035361,-2.09088339335659,0.896490143304443,0.00481068," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0098813","GO:0098813"," nuclear chromosome segregation",1.25501724235401," -2.88635313722833"," -6.64138175385149",2.34830486304816,-2.13632628512683,0.910132290590682,0.00515576," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008608","GO:0008608"," attachment of spindle microtubules to kinetochore",0.130024308892532," null"," null",1.38021124171161,-1.93663958662608,0.924862704099756,0.73962749," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051304","GO:0051304"," chromosome separation",0.15263723217819," null"," null",1.44715803134222,-1.96964728932235,0.92508995157131,0.75054483," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000070","GO:0000070"," mitotic sister chromatid segregation",0.655774775284075," null"," null",2.06818586174616,-2.111453501009,0.847434138203482,0.86687595," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007062","GO:0007062"," sister chromatid cohesion",0.271355079427893," null"," null",1.69019608002851,-1.94119031891614,0.8663023131204,0.87261469," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007080","GO:0007080"," mitotic metaphase plate congression",0.288314771892136," null"," null",1.7160033436348,-1.7303630474005,0.806932287887144,0.8774788," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000819","GO:0000819"," sister chromatid segregation",0.814065238283679," null"," null",2.16136800223497,-2.13649603595873,0.853750571126928,0.88727431," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051310","GO:0051310"," metaphase plate congression",0.350500310927695," null"," null",1.79934054945358,-1.87565273274099,0.862513454180739,0.94123121," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051303","GO:0051303"," establishment of chromosome localization",0.435298773248912," null"," null",1.89209460269048,-1.89733246948909,0.933421964988566,0.97148091," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007059","GO:0007059"," chromosome segregation",1.58855786081746," -2.43213366661354"," -7.87674308434091",2.45024910831936,-2.09753462078908,0.994704836666545,0.00562219," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0061919","GO:0061919"," process utilizing autophagic mechanism",1.53202555260331," -0.909524907661075"," -5.52407696322927",2.4345689040342,1.36014953412737,0.994725127765117,0.00575695," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051301","GO:0051301"," cell division",2.79269602577873," -0.404000579230998"," -8.10265944523597",2.69460519893357,-1.65822397825188,0.994367320875865,0.00620466," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
