TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0001568", "blood vessel development", 2.741816948386, -0.41524495537249, -5.69750210552615, 2.68663626926229, -4.59482515436235, 0.922373615156793, 0, null, False
"GO:0001525", "angiogenesis", 1.78076770874555, null, null, 2.4996870826184, -3.94325850919926, 0.914162083802482, 0.90561068, 1568, True
"GO:0048514", "blood vessel morphogenesis", 2.29521171349426, null, null, 2.60959440922522, -3.9522618213505, 0.913995221010007, 0.93679094, 1568, True
"GO:0007610", "behavior", 3.08666402849228, -7.84715598881991, 1.57172260454977, 2.73798732633343, -1.75579340364947, 1, 0, null, False
"GO:0050865", "regulation of cell activation", 3.70286618802646, -7.55127652630103, 2.48911157585717, 2.81690383937566, -5.50872769636108, 0.967211572079374, 0, null, False
"GO:0098813", "nuclear chromosome segregation", 1.25501724235401, -7.58396055739994, 0.158771457490537, 2.34830486304816, -7.38615817812393, 0.910132290590682, 0, null, False
"GO:0008608", "attachment of spindle microtubules to kinetochore", 0.130024308892532, null, null, 1.38021124171161, -2.58328814556108, 0.924862704099756, 0.73962749, 98813, True
"GO:0051304", "chromosome separation", 0.15263723217819, null, null, 1.44715803134222, -3.47310225164001, 0.92508995157131, 0.75054483, 98813, True
"GO:0000070", "mitotic sister chromatid segregation", 0.655774775284075, null, null, 2.06818586174616, -6.82039303619735, 0.847434138203482, 0.86687595, 98813, True
"GO:0007062", "sister chromatid cohesion", 0.271355079427893, null, null, 1.69019608002851, -2.71171409739188, 0.8663023131204, 0.87261469, 98813, True
"GO:0000819", "sister chromatid segregation", 0.814065238283679, null, null, 2.16136800223497, -7.38615817812393, 0.853750571126928, 0.88727431, 98813, True
"GO:0071887", "leukocyte apoptotic process", 0.15263723217819, -1.8227582700792, -2.03439739945323, 1.44715803134222, -1.41820082620027, 0.994349589466601, 0.0044098, null, False
"GO:0007159", "leukocyte cell-cell adhesion", 0.30527446435638, -6.06280535420872, 5.05406359069951, 1.74036268949424, -2.62855775816829, 0.988328784181563, 0.00471036, null, False
"GO:0070661", "leukocyte proliferation", 0.520097235570128, -5.90567439576764, 3.45298411162578, 1.96848294855394, -3.00224374798831, 0.984798964907699, 0.00497079, null, False
"GO:0060271", "cilium assembly", 1.69596924642433, -6.23798684531573, -2.2957140218865, 2.47856649559384, -7.38615817812393, 0.896786436263384, 0.0056657, null, False
"GO:0042073", "intraciliary transport", 0.226129232856578, null, null, 1.61278385671974, -3.51409556642624, 0.834181320679687, 0.76661877, 60271, True
"GO:1905515", "non-motile cilium assembly", 0.288314771892136, null, null, 1.7160033436348, -1.62881722190279, 0.911751293187948, 0.78538273, 60271, True
"GO:0035082", "axoneme assembly", 0.463564927355984, null, null, 1.91907809237607, -4.50225466950229, 0.882514288825165, 0.82484706, 60271, True
"GO:0036158", "outer dynein arm assembly", 0.124371078071118, null, null, 1.36172783601759, -1.81074558816583, 0.888956883219363, 0.83092529, 60271, True
"GO:0070286", "axonemal dynein complex assembly", 0.209169540392334, null, null, 1.57978359661681, -2.75607604170536, 0.884274656177562, 0.86834617, 60271, True
"GO:0120031", "plasma membrane bounded cell projection assembly", 2.22171971281587, null, null, 2.59549622182557, -4.68190760473423, 0.918783314916398, 0.93353001, 60271, True
"GO:0050900", "leukocyte migration", 1.27763016563966, -2.56026441910192, 4.27388550176939, 2.35602585719312, -7.38615817812393, 0.868242902874246, 0.00567769, null, False
"GO:0061919", "process utilizing autophagic mechanism", 1.53202555260331, -7.47811441807286, 2.93719089479556, 2.4345689040342, -2.20454303905001, 0.994725127765117, 0.00580258, null, False
"GO:0007059", "chromosome segregation", 1.58855786081746, -7.95822691630912, 1.14590185443576, 2.45024910831936, -7.38615817812393, 0.994704836666545, 0.00582816, null, False
"GO:0006281", "DNA repair", 2.69093787099327, 2.15129510222712, 4.0535094430748, 2.67851837904011, -7.38615817812393, 0.896298540397498, 0.0062275, null, False
"GO:0006302", "double-strand break repair", 1.06846062524733, null, null, 2.27875360095283, -5.0632001320391, 0.904434856237403, 0.75624762, 6281, True
"GO:0006310", "DNA recombination", 1.26632370399683, null, null, 2.35218251811136, -6.41187771344875, 0.942391829845552, 0.77233986, 6281, True
"GO:0051301", "cell division", 2.79269602577873, -6.7680819077779, 4.39695094624507, 2.69460519893357, -4.82722405157604, 0.994367320875865, 0.00665928, null, False
"GO:0043547", "positive regulation of GTPase activity", 1.4472270902821, 3.50473487597352, -5.48789106327671, 2.40993312333129, -2.67744834490316, 0.960049698318823, 0.03021957, null, False
"GO:0090630", "activation of GTPase activity", 0.65012154446266, null, null, 2.06445798922692, -1.31539079285362, 0.962986600214802, 0.83209692, 43547, True
"GO:0030003", "cellular cation homeostasis", 3.48239018599129, -4.35516901232758, -5.6944157803643, 2.79028516403324, -3.85425930943229, 0.918533539334431, 0.03420767, null, False
"GO:0007204", "positive regulation of cytosolic calcium ion concentration", 1.58290462999604, null, null, 2.44870631990508, -2.59845647497306, 0.924292924542733, 0.85589811, 30003, True
"GO:0072507", "divalent inorganic cation homeostasis", 2.69659110181469, null, null, 2.67942789661212, -2.6153141051034, 0.925875910938848, 0.89445728, 30003, True
"GO:0051480", "regulation of cytosolic calcium ion concentration", 1.80338063203121, null, null, 2.50514997831991, -2.64313181690271, 0.923189311732229, 0.89547474, 30003, True
"GO:0006873", "cellular ion homeostasis", 3.57849510995534, null, null, 2.80208925788173, -4.25847027276627, 0.919364144002582, 0.91216852, 30003, True
"GO:0098771", "inorganic ion homeostasis", 3.97987449827576, null, null, 2.8481891169914, -3.93217356822008, 0.923098198203599, 0.92224313, 30003, True
"GO:0055065", "metal ion homeostasis", 3.48804341681271, null, null, 2.79098847508882, -2.92995925154042, 0.923564718491664, 0.92874616, 30003, True
"GO:0006874", "cellular calcium ion homeostasis", 2.36870371417265, null, null, 2.6232492903979, -2.36140909758865, 0.92080444642885, 0.93360546, 30003, True
"GO:0055080", "cation homeostasis", 3.90072926677596, null, null, 2.8394780473742, -3.93217356822008, 0.923287371581244, 0.93453716, 30003, True
"GO:0006875", "cellular metal ion homeostasis", 3.0923172593137, null, null, 2.73878055848437, -3.02117735289429, 0.919450848603081, 0.93977068, 30003, True
"GO:0055074", "calcium ion homeostasis", 2.44219571485104, null, null, 2.63648789635337, -2.45418325501158, 0.925247760452481, 0.94317958, 30003, True
"GO:0072503", "cellular divalent inorganic cation homeostasis", 2.56656679292215, null, null, 2.65801139665711, -2.33846689421157, 0.920244708797156, 0.95343979, 30003, True
"GO:0032675", "regulation of interleukin-6 production", 0.780145853355192, 6.23205352395265, -2.86393707723524, 2.14301480025409, -3.83894657304231, 0.932368669801195, 0.03663803, null, False
"GO:0001819", "positive regulation of cytokine production", 2.56656679292215, null, null, 2.65801139665711, -2.43851389949168, 0.899804790652002, 0.72700689, 32675, True
"GO:0040013", "negative regulation of locomotion", 1.78642093956696, 4.8325671535252, -0.504761874533668, 2.50105926221775, -4.01102096079898, 0.917790374304314, 0.0407842, null, False
"GO:0051983", "regulation of chromosome segregation", 0.508790773927299, -6.93756359727956, 3.99270885328312, 1.95904139232109, -3.056941511753, 0.973545711003043, 0.04091046, null, False
"GO:0051783", "regulation of nuclear division", 0.785799084176607, -6.43724169122987, 2.10061798922509, 2.14612803567824, -2.74094186800085, 0.945637989453319, 0.0430944, null, False
"GO:0070663", "regulation of leukocyte proliferation", 1.36808185878229, -7.08575181312626, 3.17052091961481, 2.38560627359831, -2.0879227150906, 0.963577786022874, 0.04624343, null, False
"GO:0007346", "regulation of mitotic cell cycle", 2.41392956074397, -5.07238841260911, 1.76251799064811, 2.63144376901317, -3.18993131504702, 0.906155002024504, 0.04998406, null, False
"GO:0010942", "positive regulation of cell death", 3.24495449149189, 7.28192673307283, 0.592277136010255, 2.75966784468963, -5.13316719086526, 0.936073572279892, 0.05218324, null, False
"GO:0002694", "regulation of leukocyte activation", 3.46543049352705, 5.99867962913833, 4.1833810858814, 2.78816837114117, -4.53080892001623, 0.878871977943365, 0.05269842, null, False
"GO:0030888", "regulation of B cell proliferation", 0.35615354174911, null, null, 1.80617997398389, -2.55419721189604, 0.894512941903923, 0.70534458, 2694, True
"GO:0050776", "regulation of immune response", 5.05398835434451, null, null, 2.95182303531591, -2.8617261059494, 0.872761801585255, 0.7349618, 2694, True
"GO:0030890", "positive regulation of B cell proliferation", 0.237435694499406, null, null, 1.63346845557959, -1.68491040007185, 0.881245924186928, 0.74676236, 2694, True
"GO:0070665", "positive regulation of leukocyte proliferation", 0.836678161569337, null, null, 2.17318626841227, -1.69499802673949, 0.937497111585041, 0.81240296, 2694, True
"GO:0050864", "regulation of B cell activation", 1.20979139578269, null, null, 2.33243845991561, -2.36558866543286, 0.890289237633621, 0.81625088, 2694, True
"GO:0050871", "positive regulation of B cell activation", 0.961049239640454, null, null, 2.23299611039215, -1.85909152783028, 0.871718781093982, 0.84830126, 2694, True
"GO:0050863", "regulation of T cell activation", 1.84295324778111, null, null, 2.51454775266029, -1.31479908894214, 0.885295503602894, 0.86295713, 2694, True
"GO:0002696", "positive regulation of leukocyte activation", 2.38566340663689, null, null, 2.62634036737504, -3.77698931916387, 0.860859987026576, 0.89433713, 2694, True
"GO:0050867", "positive regulation of cell activation", 2.44219571485104, null, null, 2.63648789635337, -4.16703547861644, 0.912319614451443, 0.89729781, 2694, True
"GO:0051249", "regulation of lymphocyte activation", 2.97925264288541, null, null, 2.72263392253381, -3.52008567879918, 0.880276085821523, 0.92323799, 2694, True
"GO:0050670", "regulation of lymphocyte proliferation", 1.26067047317542, null, null, 2.35024801833416, -1.5050892928662, 0.881414425909807, 0.92454733, 2694, True
"GO:0051251", "positive regulation of lymphocyte activation", 2.13692125049466, null, null, 2.57863920996807, -3.15874651636169, 0.861738090944002, 0.95538169, 2694, True
"GO:0032944", "regulation of mononuclear cell proliferation", 1.27197693481825, null, null, 2.3541084391474, -1.5050892928662, 0.958045604583961, 0.96886828, 2694, True
"GO:0043408", "regulation of MAPK cascade", 3.66329357227656, 6.61885660198417, 3.0791472882244, 2.81224469680037, -2.75188352075753, 0.923732271068191, 0.05314158, null, False
"GO:0030155", "regulation of cell adhesion", 4.12120526881113, -7.73082958156987, 2.07061937068412, 2.86332286012046, -4.12847286757334, 0.966781885659704, 0.05410675, null, False
"GO:0045730", "respiratory burst", 0.118717847249703, -7.21451067147494, 3.61108435103712, 1.34242268082221, -1.32672057978012, 0.985878120043612, 0.08956575, null, False
"GO:0045540", "regulation of cholesterol biosynthetic process", 0.10175815478546, 3.73106611258601, -6.47154030628488, 1.27875360095283, -2.59395696066021, 0.953412619229393, 0.10563817, null, False
"GO:0090181", "regulation of cholesterol metabolic process", 0.175250155463848, null, null, 1.50514997831991, -2.19423011960497, 0.954807160995225, 0.79044246, 45540, True
"GO:0106118", "regulation of sterol biosynthetic process", 0.10175815478546, null, null, 1.27875360095283, -2.59395696066021, 0.957055480370586, 0.8129477, 45540, True
"GO:0045939", "negative regulation of steroid metabolic process", 0.146984001356775, null, null, 1.43136376415899, -1.98288272341177, 0.941023522555158, 0.81302838, 45540, True
"GO:0010894", "negative regulation of steroid biosynthetic process", 0.130024308892532, null, null, 1.38021124171161, -2.42218591498916, 0.938703448689145, 0.82766982, 45540, True
