"","TermID","Name","Frequency","PlotX","PlotY","LogSize","Value","Uniqueness","Dispensability","Representative","Eliminated","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0006695","GO:0006695"," cholesterol biosynthetic process",0.209169540392334," 5.95616969096338"," 2.41978776309131",1.57978359661681,-2.18564006985865,0.941895901131174,0," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902652","GO:1902652"," secondary alcohol metabolic process",0.723613545141048," null"," null",2.11058971029925,-1.55610118736461,0.966490655020217,0.71846613," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1901617","GO:1901617"," organic hydroxy compound biosynthetic process",0.949742777997626," null"," null",2.22788670461367,-1.53074180392133,0.957094418721232,0.74409966," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016125","GO:0016125"," sterol metabolic process",0.75187969924812," null"," null",2.12710479836481,-1.65870559832356,0.946323677484619,0.75705459," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046165","GO:0046165"," alcohol biosynthetic process",0.525750466391543," null"," null",1.9731278535997,-1.60225556221813,0.955702213388861,0.80794467," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016126","GO:0016126"," sterol biosynthetic process",0.248742156142235," null"," null",1.65321251377534,-2.15917116636439,0.942309971181202,0.82244102," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006694","GO:0006694"," steroid biosynthetic process",0.65012154446266," null"," null",2.06445798922692,-1.5519524101051,0.944876314053414,0.84354469," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902653","GO:1902653"," secondary alcohol biosynthetic process",0.209169540392334," null"," null",1.57978359661681,-2.18564006985865,0.958185005013357,0.84614145," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008203","GO:0008203"," cholesterol metabolic process",0.667081236926904," null"," null",2.07554696139253,-1.59862083417331,0.944375051701766,0.88194608," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050853","GO:0050853"," B cell receptor signaling pathway",0.734920006783877," 2.06067970543274"," 3.5103226838993",2.11727129565576,2.51029636040871,0.793030390145172,0," null"," False","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
