"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0044782","GO:0044782","cilium organization",290,-0.559156251728129,-1.82488543159407,2.21351817919232e-09,7.42421060704423e-06,6.50654609788892e-06,2871,"tags=51%, list=23%, signal=40%","ENSG00000143951/ENSG00000175970/ENSG00000169126/ENSG00000100578/ENSG00000169379/ENSG00000005249/ENSG00000131462/ENSG00000214413/ENSG00000120370/ENSG00000173588/ENSG00000116213/ENSG00000119333/ENSG00000112144/ENSG00000155530/ENSG00000087903/ENSG00000187535/ENSG00000024422/ENSG00000048342/ENSG00000135931/ENSG00000111837/ENSG00000138036/ENSG00000148019/ENSG00000123607/ENSG00000160401/ENSG00000101222/ENSG00000075945/ENSG00000164066/ENSG00000130638/ENSG00000074054/ENSG00000180376/ENSG00000131437/ENSG00000160226/ENSG00000105948/ENSG00000122507/ENSG00000084731/ENSG00000166596/ENSG00000078668/ENSG00000072864/ENSG00000213397/ENSG00000196230/ENSG00000168385/ENSG00000105479/ENSG00000101350/ENSG00000181085/ENSG00000163093/ENSG00000147874/ENSG00000213123/ENSG00000135338/ENSG00000138002/ENSG00000100360/ENSG00000137601/ENSG00000198003/ENSG00000188229/ENSG00000119636/ENSG00000135541/ENSG00000138286/ENSG00000138175/ENSG00000284862/ENSG00000144061/ENSG00000122735/ENSG00000117155/ENSG00000152669/ENSG00000118690/ENSG00000144451/ENSG00000138686/ENSG00000126870/ENSG00000272514/ENSG00000083535/ENSG00000162643/ENSG00000204104/ENSG00000119650/ENSG00000151849/ENSG00000187726/ENSG00000135315/ENSG00000173226/ENSG00000163913/ENSG00000125863/ENSG00000188343/ENSG00000136811/ENSG00000181378/ENSG00000118965/ENSG00000086300/ENSG00000011143/ENSG00000154099/ENSG00000140463/ENSG00000119661/ENSG00000165506/ENSG00000187049/ENSG00000165115/ENSG00000039139/ENSG00000141577/ENSG00000156042/ENSG00000137821/ENSG00000214367/ENSG00000155761/ENSG00000177042/ENSG00000198331/ENSG00000113966/ENSG00000032742/ENSG00000131351/ENSG00000176225/ENSG00000079974/ENSG00000161996/ENSG00000141519/ENSG00000197603/ENSG00000158428/ENSG00000117245/ENSG00000122417/ENSG00000139323/ENSG00000110318/ENSG00000155755/ENSG00000164675/ENSG00000134874/ENSG00000114446/ENSG00000112981/ENSG00000159079/ENSG00000256061/ENSG00000080572/ENSG00000128581/ENSG00000108641/ENSG00000141013/ENSG00000125409/ENSG00000103995/ENSG00000244607/ENSG00000103494/ENSG00000158079/ENSG00000160188/ENSG00000100078/ENSG00000170312/ENSG00000165533/ENSG00000142609/ENSG00000167858/ENSG00000166851/ENSG00000172426/ENSG00000117650/ENSG00000152240/ENSG00000142731/ENSG00000138587/ENSG00000152763/ENSG00000100490/ENSG00000149483/ENSG00000119547/ENSG00000214513/ENSG00000264364/ENSG00000170264/ENSG00000172425/ENSG00000169856"
"GO:0060271","GO:0060271","cilium assembly",281,-0.562146705381474,-1.82783917787223,3.3387209702821e-09,7.42421060704423e-06,6.50654609788892e-06,2871,"tags=51%, list=23%, signal=40%","ENSG00000143951/ENSG00000175970/ENSG00000169126/ENSG00000100578/ENSG00000169379/ENSG00000005249/ENSG00000131462/ENSG00000214413/ENSG00000120370/ENSG00000173588/ENSG00000116213/ENSG00000119333/ENSG00000112144/ENSG00000155530/ENSG00000087903/ENSG00000187535/ENSG00000024422/ENSG00000048342/ENSG00000135931/ENSG00000111837/ENSG00000138036/ENSG00000148019/ENSG00000123607/ENSG00000160401/ENSG00000101222/ENSG00000075945/ENSG00000164066/ENSG00000130638/ENSG00000074054/ENSG00000180376/ENSG00000131437/ENSG00000160226/ENSG00000105948/ENSG00000122507/ENSG00000084731/ENSG00000166596/ENSG00000078668/ENSG00000072864/ENSG00000213397/ENSG00000196230/ENSG00000168385/ENSG00000105479/ENSG00000101350/ENSG00000181085/ENSG00000163093/ENSG00000147874/ENSG00000213123/ENSG00000138002/ENSG00000100360/ENSG00000137601/ENSG00000198003/ENSG00000188229/ENSG00000119636/ENSG00000135541/ENSG00000138286/ENSG00000138175/ENSG00000284862/ENSG00000144061/ENSG00000122735/ENSG00000117155/ENSG00000152669/ENSG00000118690/ENSG00000144451/ENSG00000138686/ENSG00000126870/ENSG00000272514/ENSG00000083535/ENSG00000162643/ENSG00000204104/ENSG00000119650/ENSG00000151849/ENSG00000187726/ENSG00000135315/ENSG00000173226/ENSG00000163913/ENSG00000125863/ENSG00000188343/ENSG00000136811/ENSG00000181378/ENSG00000118965/ENSG00000086300/ENSG00000011143/ENSG00000154099/ENSG00000140463/ENSG00000119661/ENSG00000165506/ENSG00000187049/ENSG00000165115/ENSG00000039139/ENSG00000141577/ENSG00000156042/ENSG00000137821/ENSG00000214367/ENSG00000155761/ENSG00000177042/ENSG00000198331/ENSG00000113966/ENSG00000032742/ENSG00000131351/ENSG00000079974/ENSG00000161996/ENSG00000141519/ENSG00000197603/ENSG00000117245/ENSG00000122417/ENSG00000139323/ENSG00000110318/ENSG00000155755/ENSG00000164675/ENSG00000134874/ENSG00000114446/ENSG00000112981/ENSG00000159079/ENSG00000256061/ENSG00000080572/ENSG00000128581/ENSG00000108641/ENSG00000141013/ENSG00000125409/ENSG00000103995/ENSG00000244607/ENSG00000103494/ENSG00000158079/ENSG00000160188/ENSG00000100078/ENSG00000170312/ENSG00000165533/ENSG00000142609/ENSG00000167858/ENSG00000166851/ENSG00000172426/ENSG00000117650/ENSG00000152240/ENSG00000142731/ENSG00000138587/ENSG00000152763/ENSG00000100490/ENSG00000149483/ENSG00000119547/ENSG00000214513/ENSG00000264364/ENSG00000170264/ENSG00000172425/ENSG00000169856"
"GO:0006281","GO:0006281","DNA repair",415,-0.51467298491867,-1.70029191647687,4.0488332705204e-09,7.42421060704423e-06,6.50654609788892e-06,3729,"tags=50%, list=30%, signal=36%","ENSG00000091483/ENSG00000124535/ENSG00000158161/ENSG00000181222/ENSG00000104889/ENSG00000048028/ENSG00000143624/ENSG00000103194/ENSG00000168090/ENSG00000122512/ENSG00000134480/ENSG00000112249/ENSG00000204991/ENSG00000198890/ENSG00000014824/ENSG00000169188/ENSG00000138311/ENSG00000163961/ENSG00000225830/ENSG00000108055/ENSG00000151657/ENSG00000110768/ENSG00000174405/ENSG00000169689/ENSG00000128908/ENSG00000004700/ENSG00000113522/ENSG00000105325/ENSG00000164190/ENSG00000119906/ENSG00000141499/ENSG00000187555/ENSG00000067369/ENSG00000189046/ENSG00000141030/ENSG00000096717/ENSG00000070950/ENSG00000115392/ENSG00000069275/ENSG00000035928/ENSG00000149923/ENSG00000175073/ENSG00000083642/ENSG00000141510/ENSG00000166199/ENSG00000118655/ENSG00000169189/ENSG00000165280/ENSG00000102978/ENSG00000181163/ENSG00000198924/ENSG00000107949/ENSG00000140455/ENSG00000103152/ENSG00000277157/ENSG00000133302/ENSG00000079616/ENSG00000093009/ENSG00000054965/ENSG00000111445/ENSG00000084073/ENSG00000115274/ENSG00000140521/ENSG00000113456/ENSG00000140534/ENSG00000152457/ENSG00000131153/ENSG00000111358/ENSG00000166508/ENSG00000106399/ENSG00000148153/ENSG00000049541/ENSG00000187790/ENSG00000004487/ENSG00000198783/ENSG00000221829/ENSG00000137337/ENSG00000256525/ENSG00000112941/ENSG00000154767/ENSG00000145736/ENSG00000121988/ENSG00000068878/ENSG00000122678/ENSG00000178295/ENSG00000110107/ENSG00000183207/ENSG00000168411/ENSG00000113318/ENSG00000070193/ENSG00000087206/ENSG00000112039/ENSG00000114026/ENSG00000189403/ENSG00000130726/ENSG00000132383/ENSG00000115233/ENSG00000183765/ENSG00000134278/ENSG00000163104/ENSG00000062822/ENSG00000064655/ENSG00000170430/ENSG00000169592/ENSG00000020922/ENSG00000172613/ENSG00000101442/ENSG00000136319/ENSG00000163918/ENSG00000146648/ENSG00000178966/ENSG00000183624/ENSG00000101347/ENSG00000134452/ENSG00000132436/ENSG00000143799/ENSG00000149136/ENSG00000140451/ENSG00000077152/ENSG00000100823/ENSG00000175792/ENSG00000138375/ENSG00000198690/ENSG00000048392/ENSG00000178028/ENSG00000149311/ENSG00000164104/ENSG00000214941/ENSG00000141255/ENSG00000132740/ENSG00000162039/ENSG00000097046/ENSG00000163029/ENSG00000089280/ENSG00000154920/ENSG00000183161/ENSG00000158169/ENSG00000101868/ENSG00000011485/ENSG00000136492/ENSG00000138376/ENSG00000092853/ENSG00000172273/ENSG00000085999/ENSG00000117748/ENSG00000181544/ENSG00000174371/ENSG00000160957/ENSG00000116062/ENSG00000198765/ENSG00000160117/ENSG00000140525/ENSG00000156384/ENSG00000160949/ENSG00000136518/ENSG00000163781/ENSG00000124795/ENSG00000112319/ENSG00000112118/ENSG00000125319/ENSG00000109674/ENSG00000178460/ENSG00000188486/ENSG00000196584/ENSG00000111877/ENSG00000100297/ENSG00000083093/ENSG00000095002/ENSG00000143971/ENSG00000133119/ENSG00000129355/ENSG00000051180/ENSG00000198554/ENSG00000076003/ENSG00000197837/ENSG00000166803/ENSG00000132646/ENSG00000177143/ENSG00000147536/ENSG00000185504/ENSG00000109685/ENSG00000167670/ENSG00000105486/ENSG00000175854/ENSG00000204410/ENSG00000104738/ENSG00000111802/ENSG00000276043/ENSG00000163312/ENSG00000146670/ENSG00000076248/ENSG00000160207/ENSG00000197275/ENSG00000100918/ENSG00000013573/ENSG00000170312/ENSG00000073111/ENSG00000204086/ENSG00000171320/ENSG00000183763/ENSG00000143476/ENSG00000146263/ENSG00000185480/ENSG00000159259/ENSG00000111206/ENSG00000078900/ENSG00000101204/ENSG00000100479/ENSG00000104313"
"GO:0000280","GO:0000280","nuclear division",293,-0.546366953255919,-1.78395750625537,7.34459937159308e-09,1.01006602857834e-05,8.85217503207798e-06,2979,"tags=47%, list=24%, signal=37%","ENSG00000047410/ENSG00000083642/ENSG00000164695/ENSG00000167657/ENSG00000107949/ENSG00000156256/ENSG00000110200/ENSG00000133302/ENSG00000079616/ENSG00000086827/ENSG00000172113/ENSG00000153107/ENSG00000204899/ENSG00000131462/ENSG00000154229/ENSG00000113456/ENSG00000116213/ENSG00000164114/ENSG00000213024/ENSG00000175334/ENSG00000058804/ENSG00000187790/ENSG00000175826/ENSG00000114251/ENSG00000112941/ENSG00000089053/ENSG00000178295/ENSG00000127564/ENSG00000088833/ENSG00000185627/ENSG00000113318/ENSG00000181773/ENSG00000068796/ENSG00000074054/ENSG00000183765/ENSG00000134278/ENSG00000196074/ENSG00000163806/ENSG00000020922/ENSG00000072864/ENSG00000154473/ENSG00000100462/ENSG00000101350/ENSG00000188425/ENSG00000181085/ENSG00000178966/ENSG00000132436/ENSG00000237649/ENSG00000168556/ENSG00000053900/ENSG00000108106/ENSG00000212916/ENSG00000149311/ENSG00000104983/ENSG00000141255/ENSG00000288000/ENSG00000162039/ENSG00000154920/ENSG00000083535/ENSG00000167244/ENSG00000124205/ENSG00000136492/ENSG00000085999/ENSG00000179218/ENSG00000143228/ENSG00000198765/ENSG00000133101/ENSG00000138411/ENSG00000173809/ENSG00000113575/ENSG00000120498/ENSG00000124688/ENSG00000040275/ENSG00000143452/ENSG00000051180/ENSG00000161800/ENSG00000103056/ENSG00000173715/ENSG00000167842/ENSG00000164109/ENSG00000129810/ENSG00000077935/ENSG00000010292/ENSG00000149503/ENSG00000204410/ENSG00000100814/ENSG00000136824/ENSG00000128944/ENSG00000138182/ENSG00000128789/ENSG00000136982/ENSG00000175063/ENSG00000136122/ENSG00000249961/ENSG00000118193/ENSG00000146670/ENSG00000137090/ENSG00000155657/ENSG00000198901/ENSG00000087586/ENSG00000101057/ENSG00000160207/ENSG00000197275/ENSG00000090889/ENSG00000178999/ENSG00000148773/ENSG00000121152/ENSG00000100918/ENSG00000088325/ENSG00000066923/ENSG00000170312/ENSG00000152670/ENSG00000163611/ENSG00000146918/ENSG00000121621/ENSG00000177602/ENSG00000137807/ENSG00000013810/ENSG00000109805/ENSG00000138778/ENSG00000117724/ENSG00000112029/ENSG00000112742/ENSG00000131747/ENSG00000172680/ENSG00000166851/ENSG00000157456/ENSG00000138798/ENSG00000126787/ENSG00000117650/ENSG00000011426/ENSG00000134057/ENSG00000107831/ENSG00000134690/ENSG00000080986/ENSG00000168802/ENSG00000156509/ENSG00000123219/ENSG00000017427"
"GO:0007059","GO:0007059","chromosome segregation",228,-0.57001919956332,-1.83460423455667,1.05252297401104e-08,1.15798577600695e-05,1.01485373073065e-05,3083,"tags=45%, list=25%, signal=34%","ENSG00000176623/ENSG00000175305/ENSG00000077097/ENSG00000047410/ENSG00000083642/ENSG00000164695/ENSG00000182628/ENSG00000110200/ENSG00000133302/ENSG00000079616/ENSG00000086827/ENSG00000153107/ENSG00000131462/ENSG00000116213/ENSG00000213024/ENSG00000175334/ENSG00000058804/ENSG00000152253/ENSG00000160602/ENSG00000187790/ENSG00000177302/ENSG00000112941/ENSG00000089053/ENSG00000178295/ENSG00000196074/ENSG00000163104/ENSG00000020922/ENSG00000072864/ENSG00000154473/ENSG00000179051/ENSG00000181085/ENSG00000178966/ENSG00000237649/ENSG00000053900/ENSG00000212916/ENSG00000149311/ENSG00000141255/ENSG00000162039/ENSG00000163029/ENSG00000154920/ENSG00000083535/ENSG00000136492/ENSG00000143228/ENSG00000198765/ENSG00000138411/ENSG00000120498/ENSG00000124688/ENSG00000040275/ENSG00000143452/ENSG00000075188/ENSG00000161800/ENSG00000167842/ENSG00000114346/ENSG00000164109/ENSG00000129810/ENSG00000077935/ENSG00000010292/ENSG00000166451/ENSG00000149503/ENSG00000100814/ENSG00000136824/ENSG00000128944/ENSG00000128789/ENSG00000136982/ENSG00000175063/ENSG00000249961/ENSG00000118193/ENSG00000146670/ENSG00000089685/ENSG00000159055/ENSG00000155657/ENSG00000198901/ENSG00000090889/ENSG00000178999/ENSG00000148773/ENSG00000121152/ENSG00000102901/ENSG00000100918/ENSG00000013573/ENSG00000066923/ENSG00000163611/ENSG00000146918/ENSG00000121621/ENSG00000177602/ENSG00000171320/ENSG00000137807/ENSG00000013810/ENSG00000109805/ENSG00000138778/ENSG00000117724/ENSG00000112029/ENSG00000112742/ENSG00000131747/ENSG00000172680/ENSG00000166851/ENSG00000126787/ENSG00000117650/ENSG00000134057/ENSG00000134690/ENSG00000080986/ENSG00000168802/ENSG00000123219"
"GO:0098813","GO:0098813","nuclear chromosome segregation",183,-0.59629679815159,-1.88011733081498,1.51631300837758e-08,1.39020630984752e-05,1.21837080322269e-05,1990,"tags=37%, list=16%, signal=32%","ENSG00000020922/ENSG00000154473/ENSG00000179051/ENSG00000181085/ENSG00000178966/ENSG00000237649/ENSG00000053900/ENSG00000212916/ENSG00000149311/ENSG00000141255/ENSG00000162039/ENSG00000154920/ENSG00000083535/ENSG00000136492/ENSG00000143228/ENSG00000198765/ENSG00000138411/ENSG00000120498/ENSG00000124688/ENSG00000040275/ENSG00000143452/ENSG00000161800/ENSG00000167842/ENSG00000114346/ENSG00000164109/ENSG00000129810/ENSG00000077935/ENSG00000010292/ENSG00000149503/ENSG00000100814/ENSG00000136824/ENSG00000128944/ENSG00000128789/ENSG00000136982/ENSG00000175063/ENSG00000249961/ENSG00000118193/ENSG00000146670/ENSG00000155657/ENSG00000198901/ENSG00000090889/ENSG00000178999/ENSG00000121152/ENSG00000100918/ENSG00000013573/ENSG00000066923/ENSG00000163611/ENSG00000146918/ENSG00000121621/ENSG00000177602/ENSG00000171320/ENSG00000137807/ENSG00000013810/ENSG00000109805/ENSG00000138778/ENSG00000117724/ENSG00000112029/ENSG00000112742/ENSG00000131747/ENSG00000172680/ENSG00000166851/ENSG00000126787/ENSG00000117650/ENSG00000134057/ENSG00000134690/ENSG00000080986/ENSG00000168802/ENSG00000123219"
"GO:0006261","GO:0006261","DNA-dependent DNA replication",123,-0.630813822157788,-1.93330777823274,3.54240271541921e-08,2.78382247678872e-05,2.43972999046917e-05,2740,"tags=59%, list=22%, signal=47%","ENSG00000147601/ENSG00000161036/ENSG00000111445/ENSG00000084073/ENSG00000109917/ENSG00000140521/ENSG00000140534/ENSG00000131153/ENSG00000166508/ENSG00000106399/ENSG00000049541/ENSG00000187790/ENSG00000198783/ENSG00000256525/ENSG00000121988/ENSG00000178295/ENSG00000168411/ENSG00000113318/ENSG00000006634/ENSG00000132383/ENSG00000183765/ENSG00000165283/ENSG00000062822/ENSG00000020922/ENSG00000107815/ENSG00000163918/ENSG00000135336/ENSG00000101347/ENSG00000134452/ENSG00000138375/ENSG00000097046/ENSG00000146143/ENSG00000154920/ENSG00000101868/ENSG00000112312/ENSG00000065328/ENSG00000117748/ENSG00000160957/ENSG00000160949/ENSG00000285816/ENSG00000163781/ENSG00000112118/ENSG00000181938/ENSG00000178460/ENSG00000115942/ENSG00000111877/ENSG00000100297/ENSG00000143971/ENSG00000106028/ENSG00000133119/ENSG00000051180/ENSG00000198554/ENSG00000076003/ENSG00000132646/ENSG00000129173/ENSG00000147536/ENSG00000159147/ENSG00000105486/ENSG00000104738/ENSG00000136982/ENSG00000013573/ENSG00000073111/ENSG00000204086/ENSG00000112029/ENSG00000164815/ENSG00000165891/ENSG00000183763/ENSG00000146263/ENSG00000111328/ENSG00000168802/ENSG00000161692/ENSG00000100479/ENSG00000111732"
"GO:0055002","GO:0055002","striated muscle cell development",85,-0.683890723455262,-2.01095158347361,7.13230317657589e-08,4.35942219714933e-05,3.82057877762779e-05,997,"tags=24%, list=8%, signal=22%","ENSG00000100625/ENSG00000105048/ENSG00000113083/ENSG00000155657/ENSG00000129170/ENSG00000173991/ENSG00000185482/ENSG00000126778/ENSG00000170175/ENSG00000170807/ENSG00000122180/ENSG00000133454/ENSG00000239474/ENSG00000197893/ENSG00000122367/ENSG00000111049/ENSG00000143632/ENSG00000143318/ENSG00000177791/ENSG00000166317"
"GO:0000819","GO:0000819","sister chromatid segregation",145,-0.611116691374526,-1.89171941021096,9.5058206763151e-08,4.75377450367358e-05,4.16618743516968e-05,1165,"tags=39%, list=10%, signal=35%","ENSG00000020922/ENSG00000154473/ENSG00000181085/ENSG00000237649/ENSG00000053900/ENSG00000212916/ENSG00000149311/ENSG00000083535/ENSG00000143228/ENSG00000138411/ENSG00000124688/ENSG00000040275/ENSG00000143452/ENSG00000161800/ENSG00000167842/ENSG00000164109/ENSG00000129810/ENSG00000077935/ENSG00000010292/ENSG00000149503/ENSG00000136824/ENSG00000128944/ENSG00000128789/ENSG00000136982/ENSG00000175063/ENSG00000118193/ENSG00000146670/ENSG00000155657/ENSG00000198901/ENSG00000090889/ENSG00000178999/ENSG00000121152/ENSG00000100918/ENSG00000013573/ENSG00000066923/ENSG00000146918/ENSG00000121621/ENSG00000177602/ENSG00000171320/ENSG00000137807/ENSG00000013810/ENSG00000109805/ENSG00000138778/ENSG00000117724/ENSG00000112029/ENSG00000112742/ENSG00000131747/ENSG00000172680/ENSG00000166851/ENSG00000126787/ENSG00000117650/ENSG00000134057/ENSG00000134690/ENSG00000080986/ENSG00000168802/ENSG00000123219"
"GO:0071103","GO:0071103","DNA conformation change",207,-0.564872241639149,-1.80166976117411,1.21806851910856e-07,5.58382910301348e-05,4.89364369957648e-05,3071,"tags=49%, list=25%, signal=37%","ENSG00000132475/ENSG00000077097/ENSG00000120334/ENSG00000134283/ENSG00000047410/ENSG00000141510/ENSG00000116478/ENSG00000181163/ENSG00000277157/ENSG00000119335/ENSG00000151725/ENSG00000189308/ENSG00000111445/ENSG00000111358/ENSG00000175334/ENSG00000166508/ENSG00000049541/ENSG00000187790/ENSG00000177302/ENSG00000112941/ENSG00000154767/ENSG00000145736/ENSG00000121988/ENSG00000068878/ENSG00000189060/ENSG00000183207/ENSG00000105011/ENSG00000101945/ENSG00000189403/ENSG00000130726/ENSG00000132383/ENSG00000163104/ENSG00000132780/ENSG00000020922/ENSG00000107815/ENSG00000163918/ENSG00000134452/ENSG00000143799/ENSG00000140451/ENSG00000145907/ENSG00000175792/ENSG00000138375/ENSG00000075856/ENSG00000164104/ENSG00000099284/ENSG00000132740/ENSG00000187475/ENSG00000162521/ENSG00000118900/ENSG00000136492/ENSG00000085999/ENSG00000160957/ENSG00000156502/ENSG00000198765/ENSG00000147316/ENSG00000188312/ENSG00000112118/ENSG00000178460/ENSG00000188486/ENSG00000102384/ENSG00000111877/ENSG00000100297/ENSG00000129534/ENSG00000106028/ENSG00000133119/ENSG00000102038/ENSG00000051180/ENSG00000076003/ENSG00000197837/ENSG00000135046/ENSG00000010292/ENSG00000196497/ENSG00000167670/ENSG00000186871/ENSG00000166451/ENSG00000149503/ENSG00000119969/ENSG00000136824/ENSG00000104738/ENSG00000136982/ENSG00000101812/ENSG00000163312/ENSG00000100162/ENSG00000146670/ENSG00000159055/ENSG00000155657/ENSG00000197275/ENSG00000183598/ENSG00000121152/ENSG00000102901/ENSG00000013573/ENSG00000073111/ENSG00000146918/ENSG00000109805/ENSG00000164850/ENSG00000131747/ENSG00000134057/ENSG00000159259/ENSG00000168802/ENSG00000123219/ENSG00000111732"
